model,device,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms
falcon_h1,a100-sxm4-80gb,1024,32,94,87.0,256,4,768,False,8.433663845062256,0.09135194346413979
falcon_h1,a100-sxm4-80gb,2048,1,94,87.0,256,8,24,True,5.508608102798462,0.0170448161689839
falcon_h1,a100-sxm4-80gb,2048,4,94,87.0,256,8,96,False,5.469696044921875,0.009422257802454533
falcon_h1,a100-sxm4-80gb,2048,16,94,87.0,256,8,384,False,8.724991798400879,0.13429826693459052
falcon_h1,a100-sxm4-80gb,2048,32,94,87.0,256,8,768,False,16.835071563720703,0.06478525286377262
falcon_h1,a100-sxm4-80gb,4096,1,94,87.0,256,16,24,True,10.942975997924805,0.02754893011075099
falcon_h1,a100-sxm4-80gb,4096,4,94,87.0,256,16,96,False,10.925568103790283,0.021794472210491495
falcon_h1,a100-sxm4-80gb,4096,16,94,87.0,256,16,384,False,17.54265594482422,0.09427222092377957
falcon_h1,a100-sxm4-80gb,4096,32,94,87.0,256,16,768,False,33.70291328430176,0.0037388577693217074
falcon_h1,a100-sxm4-80gb,8192,1,94,87.0,256,32,24,True,21.926400184631348,0.040365336778281365
falcon_h1,a100-sxm4-80gb,8192,4,94,87.0,256,32,96,False,21.89311981201172,0.1606000051458556
falcon_h1,a100-sxm4-80gb,8192,16,94,87.0,256,32,384,False,35.11961555480957,0.0772657688928596
falcon_h1,a100-sxm4-80gb,8192,32,94,87.0,256,32,768,False,67.27885055541992,0.24626231828700942
falcon_h1,a100-sxm4-80gb,512,1,108,100.0,256,2,24,True,1.4469120502471924,0.010288243135806594
falcon_h1,a100-sxm4-80gb,512,4,108,100.0,256,2,96,True,1.4520320296287537,0.0071890953609770256
falcon_h1,a100-sxm4-80gb,512,16,108,100.0,256,2,384,False,2.0362240076065063,0.0040674870698576586
falcon_h1,a100-sxm4-80gb,512,32,108,100.0,256,2,768,False,3.8087679147720337,0.04841205175104627
falcon_h1,a100-sxm4-80gb,1024,1,108,100.0,256,4,24,True,2.8206080198287964,0.009311028610035604
