"# value_kind: measured=solo_prefill_ms,solo_decode_ms,prefill_stream_ms,decode_stream_ms,concurrent_ms; derived=overlap_ratio,speedup_vs_seq,decode_inflation_pct,combined_tok_per_ms; metadata=model,device,config_status,prefill_layer,decode_layer,decode_batch,context_len,prefill_tokens,chunk,prefill_mode,prefill_batch,n_chunks,backend,prefill_sm_frac,prefill_sm,decode_sm,status"
model__metadata,device__metadata,config_status__metadata,prefill_layer__metadata,decode_layer__metadata,decode_batch__metadata,context_len__metadata,prefill_tokens__metadata,chunk__metadata,prefill_mode__metadata,prefill_batch__metadata,n_chunks__metadata,backend__metadata,prefill_sm_frac__metadata,prefill_sm__metadata,decode_sm__metadata,status__metadata,solo_prefill_ms__measured,solo_decode_ms__measured,prefill_stream_ms__measured,decode_stream_ms__measured,concurrent_ms__measured,overlap_ratio__derived,speedup_vs_seq__derived,decode_inflation_pct__derived,combined_tok_per_ms__derived
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,1,4096,4096,256,full,1,16,sequential,,108,108,ok,8.7572,0.0481,8.7572,0.0481,8.8054,1.0,1.0,0.0,465.2839
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,1,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.7572,0.0481,8.7839,0.0655,8.7839,0.9976,1.0024,36.1702,466.423
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,1,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.7572,0.0481,8.8335,0.0727,8.8335,1.0032,0.9968,51.0638,463.8007
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,1,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.7572,0.0481,8.8387,0.0886,8.8387,1.0038,0.9962,84.0425,463.532
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,1,4096,4096,256,full,1,16,green_ctx_protect,,,,failed:no_room(decode_floor=None),,,,,,,,,
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,2,4096,4096,256,full,1,16,sequential,,108,108,ok,8.8161,0.065,8.8161,0.065,8.8812,1.0,1.0,0.0,461.4266
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,2,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.8161,0.065,8.7956,0.0794,8.7956,0.9904,1.0097,22.0472,465.9122
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,2,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.8161,0.065,8.8489,0.0891,8.8489,0.9964,1.0036,37.0079,463.1086
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,2,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.8161,0.065,8.8422,0.1193,8.8422,0.9956,1.0044,83.4646,463.4572
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,2,4096,4096,256,full,1,16,green_ctx_protect,,,,failed:no_room(decode_floor=None),,,,,,,,,
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,4,4096,4096,256,full,1,16,sequential,,108,108,ok,8.7363,0.0973,8.7363,0.0973,8.8335,1.0,1.0,0.0,464.1403
falcon_h1_7b,a100_sxm4_80gb,verified,ssm,attn,4,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.7363,0.0973,8.7654,0.1096,8.7654,0.9923,1.0078,12.6316,467.7461
