# value_kind: latency_ms,latency_std_ms=measured(CUDA event); read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct=derived; rest=metadata
model,device,layer_type,seq_len,batch_size,sm_count,sm_ratio_pct,prefill_chunk_tokens,n_kernel_calls,n_chunks,n_blocks_per_call,cooperative_safe,latency_ms,latency_std_ms,read_bytes,write_bytes,achieved_bw_GBs,theoretical_bw_GBs,bw_util_pct,state_passing_active,status
zamba2,a100_sxm4_80gb,ssm_chunked,2048,1,68,62.96,512,4,4,224,False,2.083327889442444,0.010169200381658819,30870144,29360128,28.911,2039.0,1.418,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,1,81,75.0,512,4,4,224,False,2.0567039251327515,0.008405374528340705,30870144,29360128,29.285,2039.0,1.436,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,1,94,87.04,512,4,4,224,False,2.051584005355835,0.013738775883672318,30870144,29360128,29.358,2039.0,1.44,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,1,108,100.0,512,4,4,224,False,2.0495359897613525,0.018812372921535692,30870144,29360128,29.387,2039.0,1.441,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,4,14,12.96,512,4,4,896,False,5.6151039600372314,0.025964682271321683,123472512,117440512,42.904,2039.0,2.104,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,4,27,25.0,512,4,4,896,False,3.1549439430236816,0.013569437555347456,123472512,117440512,76.36,2039.0,3.745,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,4,40,37.04,512,4,4,896,False,2.4248321056365967,0.006644116099884385,123472512,117440512,99.352,2039.0,4.873,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,4,54,50.0,512,4,4,896,False,2.3045119047164917,0.012210007093636876,123472512,117440512,104.54,2039.0,5.127,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,4,68,62.96,512,4,4,896,False,2.2599680423736572,0.0185457350446618,123472512,117440512,106.6,2039.0,5.228,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,4,81,75.0,512,4,4,896,False,2.211327910423279,0.011846227812965958,123472512,117440512,108.945,2039.0,5.343,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,4,94,87.04,512,4,4,896,False,2.181119918823242,0.010977981421790252,123472512,117440512,110.454,2039.0,5.417,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,4,108,100.0,512,4,4,896,False,2.15449595451355,0.01560458245128795,123472512,117440512,111.819,2039.0,5.484,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,8,14,12.96,512,4,4,1792,False,10.678271770477295,0.005406430404714511,246942336,234881024,45.122,2039.0,2.213,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,8,27,25.0,512,4,4,1792,False,5.650432109832764,0.004759121695923032,246942336,234881024,85.272,2039.0,4.182,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,8,40,37.04,512,4,4,1792,False,4.196864128112793,0.004507594216335105,246942336,234881024,114.806,2039.0,5.63,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,8,54,50.0,512,4,4,1792,False,3.317247986793518,0.0072641226638138785,246942336,234881024,145.248,2039.0,7.123,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,8,68,62.96,512,4,4,1792,False,2.8175359964370728,0.005715720894112497,246942336,234881024,171.009,2039.0,8.387,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,8,81,75.0,512,4,4,1792,False,2.4888319969177246,0.005113112216142892,246942336,234881024,193.594,2039.0,9.495,True,ok
zamba2,a100_sxm4_80gb,ssm_chunked,2048,8,94,87.04,512,4,4,1792,False,2.3592960834503174,0.009750995973110651,246942336,234881024,204.223,2039.0,10.016,True,ok
