sm_count,sm_ratio,seq_len,batch_size,latency_ms,latency_p99_ms,achieved_bandwidth_GBs,theoretical_bw_GBs,bw_utilization_pct,model_name,layer_type,error
14,0.12962962962962962,512,1,2.958336114883423,2.960383892059326,71.95292209329908,1000.0,7.195292209329908,zamba2,mlp,
14,0.12962962962962962,512,4,11.782143592834473,11.786239624023438,19.935338773400048,1000.0,1.9935338773400049,zamba2,mlp,
14,0.12962962962962962,512,16,45.91923141479492,45.9407963180542,7.033249426207592,1000.0,0.7033249426207593,zamba2,mlp,
14,0.12962962962962962,512,32,91.81798553466797,91.83959785461425,4.796466808060347,1000.0,0.4796466808060347,zamba2,mlp,
14,0.12962962962962962,512,64,183.57247924804688,183.96588226318357,3.678563076372379,1000.0,0.3678563076372379,zamba2,mlp,
14,0.12962962962962962,1024,1,6.040575981140137,6.044672012329102,36.453636323342444,1000.0,3.645363632334244,zamba2,mlp,
14,0.12962962962962962,1024,4,22.963199615478516,22.972497844696044,11.507157383324154,1000.0,1.1507157383324154,zamba2,mlp,
14,0.12962962962962962,1024,16,91.81696319580078,91.8292465209961,4.796520214471019,1000.0,0.47965202144710184,zamba2,mlp,
14,0.12962962962962962,1024,32,183.57247924804688,183.90726303100584,3.678563076372379,1000.0,0.3678563076372379,zamba2,mlp,
14,0.12962962962962962,1024,64,367.077880859375,367.3886172485351,3.119351646357191,1000.0,0.3119351646357191,zamba2,mlp,
14,0.12962962962962962,2048,1,11.780096054077148,11.783167839050293,19.938803802767513,1000.0,1.9938803802767513,zamba2,mlp,
14,0.12962962962962962,2048,4,45.91257667541504,45.935636024475095,7.034268851500491,1000.0,0.7034268851500491,zamba2,mlp,
14,0.12962962962962962,2048,16,183.57350158691406,183.60858840942382,3.6785425900931723,1000.0,0.36785425900931723,zamba2,mlp,
14,0.12962962962962962,2048,32,367.07635498046875,367.1296594238281,3.1193646130133477,1000.0,0.31193646130133473,zamba2,mlp,
14,0.12962962962962962,2048,64,734.0933227539062,734.1731774902344,2.8396513404860655,1000.0,0.28396513404860657,zamba2,mlp,
14,0.12962962962962962,4096,1,22.963199615478516,22.972426166534422,11.507157383324154,1000.0,1.1507157383324154,zamba2,mlp,
14,0.12962962962962962,4096,4,91.81696319580078,91.83029960632324,4.796520214471019,1000.0,0.47965202144710184,zamba2,mlp,
14,0.12962962962962962,4096,16,367.0753173828125,367.1173812866211,3.11937343040111,1000.0,0.31193734304011095,zamba2,mlp,
14,0.12962962962962962,4096,32,734.0933227539062,734.1609704589844,2.8396513404860655,1000.0,0.28396513404860657,zamba2,mlp,
14,0.12962962962962962,4096,64,1468.1087646484375,1468.2205102539062,2.6998117410934146,1000.0,0.26998117410934147,zamba2,mlp,
14,0.12962962962962962,8192,1,45.91206359863281,45.93466487884521,7.034347460906054,1000.0,0.7034347460906054,zamba2,mlp,
14,0.12962962962962962,8192,4,183.57350158691406,183.5970816040039,3.6785425900931723,1000.0,0.36785425900931723,zamba2,mlp,
14,0.12962962962962962,8192,16,734.0943603515625,734.1650091552734,2.8396473268118916,1000.0,0.28396473268118916,zamba2,mlp,
14,0.12962962962962962,8192,32,1468.10986328125,1468.2178442382813,2.699809720739325,1000.0,0.26998097207393246,zamba2,mlp,
14,0.12962962962962962,8192,64,2936.1658935546875,2936.338857421875,2.6298628701294735,1000.0,0.26298628701294735,zamba2,mlp,
14,0.12962962962962962,16384,1,91.81696319580078,91.83032012939454,4.796520214471019,1000.0,0.47965202144710184,zamba2,mlp,
14,0.12962962962962962,16384,4,367.0743103027344,367.1235870361328,3.1193819885016087,1000.0,0.3119381988501609,zamba2,mlp,
14,0.12962962962962962,16384,16,1468.11083984375,1468.2102258300781,2.6998079248715614,1000.0,0.2699807924871562,zamba2,mlp,
14,0.12962962962962962,16384,32,2936.174072265625,2936.42671875,2.629855544648187,1000.0,0.2629855544648187,zamba2,mlp,
14,0.12962962962962962,16384,64,5872.677490234375,5880.641342773438,2.5947119448222695,1000.0,0.25947119448222694,zamba2,mlp,
27,0.25,512,1,1.4950400590896606,1.4981222033500672,142.37807656445833,1000.0,14.237807656445833,zamba2,mlp,
27,0.25,512,4,5.9115519523620605,5.973002185821533,39.73254838877789,1000.0,3.9732548388777893,zamba2,mlp,
27,0.25,512,16,22.993919372558594,22.99700235366821,14.045513631983448,1000.0,1.4045513631983448,zamba2,mlp,
27,0.25,512,32,45.9683837890625,45.97248077392578,9.580539573044272,1000.0,0.9580539573044271,zamba2,mlp,
27,0.25,512,64,91.9203872680664,91.92551681518555,7.346389240405176,1000.0,0.7346389240405176,zamba2,mlp,
27,0.25,1024,1,3.043328046798706,3.048611924648285,72.35531517268755,1000.0,7.235531517268755,zamba2,mlp,
27,0.25,1024,4,11.506688117980957,11.509759902954102,22.96413609986377,1000.0,2.296413609986377,zamba2,mlp,
27,0.25,1024,16,45.9683837890625,45.972654838562015,9.580539573044272,1000.0,0.9580539573044271,zamba2,mlp,
27,0.25,1024,32,91.91935729980469,91.92550659179688,7.346471557644745,1000.0,0.7346471557644745,zamba2,mlp,
27,0.25,1024,64,183.82028198242188,183.82949829101562,6.229154800826043,1000.0,0.6229154800826043,zamba2,mlp,
27,0.25,2048,1,5.910528182983398,5.913610210418701,39.739430509143,1000.0,3.9739430509142997,zamba2,mlp,
27,0.25,2048,4,22.993919372558594,22.996992111206055,14.045513631983448,1000.0,1.4045513631983448,zamba2,mlp,
27,0.25,2048,16,91.91935729980469,91.92652893066406,7.346471557644745,1000.0,0.7346471557644745,zamba2,mlp,
27,0.25,2048,32,183.8192596435547,183.8284861755371,6.2291894452211665,1000.0,0.6229189445221167,zamba2,mlp,
27,0.25,2048,64,367.63134765625,367.6447247314453,5.6702702348145655,1000.0,0.5670270234814565,zamba2,mlp,
27,0.25,4096,1,11.506688117980957,11.50874589920044,22.96413609986377,1000.0,2.296413609986377,zamba2,mlp,
27,0.25,4096,4,45.96736145019531,45.972501258850095,9.580752649402477,1000.0,0.9580752649402478,zamba2,mlp,
27,0.25,4096,16,183.82028198242188,183.82745361328125,6.229154800826043,1000.0,0.6229154800826043,zamba2,mlp,
27,0.25,4096,32,367.6282958984375,367.6426696777344,5.670317304889642,1000.0,0.5670317304889643,zamba2,mlp,
27,0.25,4096,64,735.2207641601562,735.2627264404297,5.391057316679087,1000.0,0.5391057316679088,zamba2,mlp,
27,0.25,8192,1,22.993919372558594,22.996992111206055,14.045513631983448,1000.0,1.4045513631983448,zamba2,mlp,
27,0.25,8192,4,91.9183349609375,91.92345428466797,7.346553266951307,1000.0,0.7346553266951307,zamba2,mlp,
27,0.25,8192,16,367.6277770996094,367.6426596069336,5.670325306880123,1000.0,0.5670325306880123,zamba2,mlp,
27,0.25,8192,32,735.2197265625,735.2608142089844,5.391064924946703,1000.0,0.5391064924946704,zamba2,mlp,
27,0.25,8192,64,1470.444580078125,1470.75212890625,5.25127826550916,1000.0,0.5251278265509159,zamba2,mlp,
27,0.25,16384,1,45.96736145019531,45.97249099731445,9.580752649402477,1000.0,0.9580752649402478,zamba2,mlp,
27,0.25,16384,4,183.8187484741211,183.82746383666992,6.229206767563239,1000.0,0.6229206767563239,zamba2,mlp,
27,0.25,16384,16,735.2197265625,735.2625067138672,5.391064924946703,1000.0,0.5391064924946704,zamba2,mlp,
27,0.25,16384,32,1470.456787109375,1470.820548095703,5.25123467190039,1000.0,0.525123467190039,zamba2,mlp,
27,0.25,16384,64,2941.11083984375,2941.5986450195314,5.181003798146394,1000.0,0.5181003798146394,zamba2,mlp,
40,0.37037037037037035,512,1,1.1786240339279175,1.4346341967582703,180.60121113482927,1000.0,18.06012111348293,zamba2,mlp,
40,0.37037037037037035,512,4,4.222976207733154,4.226242551803589,55.61978387893439,1000.0,5.561978387893439,zamba2,mlp,
40,0.37037037037037035,512,16,16.36147117614746,16.368651123046874,19.73914231324312,1000.0,1.973914231324312,zamba2,mlp,
40,0.37037037037037035,512,32,32.3583984375,32.371721992492674,13.610127239474876,1000.0,1.3610127239474876,zamba2,mlp,
40,0.37037037037037035,512,64,64.59391784667969,64.63491081237792,10.454280627517495,1000.0,1.0454280627517494,zamba2,mlp,
40,0.37037037037037035,1024,1,2.2118399143218994,2.214911937713623,99.55555941195169,1000.0,9.95555594119517,zamba2,mlp,
40,0.37037037037037035,1024,4,8.355839729309082,8.365056037902832,31.623530436222147,1000.0,3.1623530436222147,zamba2,mlp,
40,0.37037037037037035,1024,16,32.37785720825195,32.38810607910156,13.60194768811808,1000.0,1.3601947688118081,zamba2,mlp,
40,0.37037037037037035,1024,32,64.58060455322266,64.66051765441894,10.456435777764835,1000.0,1.0456435777764834,zamba2,mlp,
40,0.37037037037037035,1024,64,129.1683807373047,129.2134603881836,8.864746817014975,1000.0,0.8864746817014975,zamba2,mlp,
40,0.37037037037037035,2048,1,4.226047992706299,4.228096008300781,55.57935555994139,1000.0,5.557935555994139,zamba2,mlp,
40,0.37037037037037035,2048,4,16.365568161010742,16.371721973419188,19.734200781945464,1000.0,1.9734200781945463,zamba2,mlp,
40,0.37037037037037035,2048,16,64.61952209472656,64.64722221374512,10.450138319037618,1000.0,1.0450138319037618,zamba2,mlp,
40,0.37037037037037035,2048,32,129.1550750732422,129.2093812561035,8.86566007066048,1000.0,0.886566007066048,zamba2,mlp,
40,0.37037037037037035,2048,64,257.9701843261719,258.03057861328125,8.080658985630356,1000.0,0.8080658985630356,zamba2,mlp,
40,0.37037037037037035,4096,1,8.360960006713867,8.442879676818848,31.604164089747325,1000.0,3.1604164089747324,zamba2,mlp,
40,0.37037037037037035,4096,4,32.36966323852539,32.37888980865478,13.60539084867114,1000.0,1.360539084867114,zamba2,mlp,
40,0.37037037037037035,4096,16,129.15916442871094,129.20025711059571,8.865379371759598,1000.0,0.8865379371759599,zamba2,mlp,
40,0.37037037037037035,4096,32,257.94610595703125,258.00502532958984,8.081413286957114,1000.0,0.8081413286957113,zamba2,mlp,
40,0.37037037037037035,4096,64,515.4590454101562,515.6519384765625,7.689490203525494,1000.0,0.7689490203525494,zamba2,mlp,
40,0.37037037037037035,8192,1,16.36249542236328,16.367616653442383,19.73790669842423,1000.0,1.9737906698424228,zamba2,mlp,
40,0.37037037037037035,8192,4,64.61952209472656,64.63287628173828,10.450138319037618,1000.0,1.0450138319037618,zamba2,mlp,
40,0.37037037037037035,8192,16,257.8682861328125,257.97840393066406,8.0838521062895,1000.0,0.8083852106289501,zamba2,mlp,
