sm_count,sm_ratio,seq_len,batch_size,context_len,latency_ms,latency_p99_ms,achieved_bandwidth_GBs,theoretical_bw_GBs,bw_utilization_pct,model_name,layer_type,error
14,0.12962962962962962,512,1,4096,6.284287929534912,6.294691848754883,61.90386251585877,1000.0,6.190386251585877,zamba2,attn,
14,0.12962962962962962,512,4,4096,24.754175186157227,24.766494941711425,37.95416688031646,1000.0,3.795416688031646,zamba2,attn,
14,0.12962962962962962,512,16,4096,98.16063690185547,98.19751235961914,32.00400685196265,1000.0,3.2004006851962647,zamba2,attn,
14,0.12962962962962962,512,32,4096,196.23885345458984,196.30803985595702,30.970148821249403,1000.0,3.09701488212494,zamba2,attn,
14,0.12962962962962962,1024,1,4096,10.552319526672363,10.571786623001099,43.12625132793989,1000.0,4.312625132793989,zamba2,attn,
14,0.12962962962962962,1024,4,4096,41.589759826660156,41.61846183776856,28.943789361061764,1000.0,2.8943789361061767,zamba2,attn,
14,0.12962962962962962,1024,16,4096,166.0825653076172,166.1430976867676,25.27958486324898,1000.0,2.527958486324898,zamba2,attn,
14,0.12962962962962962,1024,32,4096,331.9664611816406,332.0576483154297,24.675612358074652,1000.0,2.4675612358074654,zamba2,attn,
14,0.12962962962962962,2048,1,4096,21.06470489501953,21.098577404022215,27.87613512396446,1000.0,2.787613512396446,zamba2,attn,
14,0.12962962962962962,2048,4,4096,83.24044799804688,83.28089904785156,20.810166135105913,1000.0,2.081016613510591,zamba2,attn,
14,0.12962962962962962,2048,16,4096,332.47386169433594,332.5688494873047,18.98623695658641,1000.0,1.898623695658641,zamba2,attn,
14,0.12962962962962962,2048,32,4096,664.7720947265625,664.966187133789,18.682093069969167,1000.0,1.8682093069969166,zamba2,attn,
14,0.12962962962962962,4096,1,4096,49.496063232421875,49.553409576416016,17.202251177064742,1000.0,1.7202251177064742,zamba2,attn,
14,0.12962962962962962,4096,4,4096,197.3975067138672,197.47029663085937,14.129925987581167,1000.0,1.4129925987581167,zamba2,attn,
14,0.12962962962962962,4096,16,4096,788.8532409667969,789.0709436035156,13.36152962885988,1000.0,1.336152962885988,zamba2,attn,
14,0.12962962962962962,4096,32,4096,1577.4146728515625,1577.7241943359375,13.23371169754827,1000.0,1.323371169754827,zamba2,attn,
14,0.12962962962962962,8192,1,4096,137.9921875,138.09160415649413,10.000030008945252,1000.0,1.0000030008945253,zamba2,attn,
14,0.12962962962962962,8192,4,4096,550.9765014648438,551.0903436279297,8.899002703317384,1000.0,0.8899002703317385,zamba2,attn,
14,0.12962962962962962,8192,16,4096,2203.253662109375,2203.5526171875,8.621795639188182,1000.0,0.8621795639188181,zamba2,attn,
14,0.12962962962962962,8192,32,4096,4328.01904296875,4328.547568359375,8.730665082767482,1000.0,0.8730665082767483,zamba2,attn,
14,0.12962962962962962,16384,1,4096,439.7782897949219,439.89211120605466,5.541179909395652,1000.0,0.5541179909395652,zamba2,attn,
14,0.12962962962962962,16384,4,4096,1757.1573486328125,1757.3786120605469,5.1964610995734315,1000.0,0.5196461099573432,zamba2,attn,
14,0.12962962962962962,16384,16,4096,6957.9765625,6958.645048828125,5.160614759400463,1000.0,0.5160614759400464,zamba2,attn,
14,0.12962962962962962,16384,32,4096,,,,,,zamba2,attn,OOM
27,0.25,512,1,4096,3.2092161178588867,3.219466197490692,121.22016147031758,1000.0,12.122016147031758,zamba2,attn,
27,0.25,512,4,4096,12.552703857421875,12.56550407409668,74.84635236132809,1000.0,7.484635236132808,zamba2,attn,
27,0.25,512,16,4096,49.670143127441406,49.68654773712158,63.24792920245056,1000.0,6.324792920245055,zamba2,attn,
27,0.25,512,32,4096,99.26553344726562,99.28708168029785,61.2251431583619,1000.0,6.12251431583619,zamba2,attn,
27,0.25,1024,1,4096,5.351424217224121,5.367807865142822,85.03941484124373,1000.0,8.503941484124372,zamba2,attn,
27,0.25,1024,4,4096,20.937728881835938,20.95620056152344,57.49263708559623,1000.0,5.749263708559623,zamba2,attn,
27,0.25,1024,16,4096,83.46316528320312,83.4836604309082,50.303607462691616,1000.0,5.030360746269161,zamba2,attn,
27,0.25,1024,32,4096,166.80242919921875,166.83970397949219,49.10885141976318,1000.0,4.910885141976317,zamba2,attn,
27,0.25,2048,1,4096,10.690560340881348,10.721280097961426,54.927201313714306,1000.0,5.4927201313714304,zamba2,attn,
27,0.25,2048,4,4096,42.01472091674805,42.050559997558594,41.22953846182722,1000.0,4.122953846182722,zamba2,attn,
27,0.25,2048,16,4096,167.6195831298828,167.66984619140624,37.65924841316847,1000.0,3.765924841316847,zamba2,attn,
27,0.25,2048,32,4096,335.1751708984375,335.27710998535156,37.05326415053346,1000.0,3.705326415053346,zamba2,attn,
27,0.25,4096,1,4096,25.050111770629883,25.097318058013915,33.98961728379508,1000.0,3.3989617283795077,zamba2,attn,
27,0.25,4096,4,4096,99.49798583984375,99.54623497009277,28.032850478899505,1000.0,2.8032850478899505,zamba2,attn,
27,0.25,4096,16,4096,397.36473083496094,397.47297271728513,26.525469258059893,1000.0,2.6525469258059893,zamba2,attn,
27,0.25,4096,32,4096,794.4755249023438,794.6578784179687,26.275260034682557,1000.0,2.6275260034682555,zamba2,attn,
27,0.25,8192,1,4096,69.49273681640625,69.58493324279785,19.85712578345625,1000.0,1.985712578345625,zamba2,attn,
27,0.25,8192,4,4096,276.8686065673828,276.96040924072264,17.70927168951782,1000.0,1.770927168951782,zamba2,attn,
27,0.25,8192,16,4096,1106.6869506835938,1106.87451171875,17.164748174057973,1000.0,1.7164748174057973,zamba2,attn,
27,0.25,8192,32,4096,2170.2117919921875,2170.557956542969,17.41142725121458,1000.0,1.741142725121458,zamba2,attn,
27,0.25,16384,1,4096,220.87986755371094,221.00386108398436,11.03265159921117,1000.0,1.103265159921117,zamba2,attn,
27,0.25,16384,4,4096,881.7305297851562,881.8903302001953,10.355771405834018,1000.0,1.0355771405834018,zamba2,attn,
27,0.25,16384,16,4096,3487.446044921875,3487.859865722656,10.296198444786087,1000.0,1.0296198444786087,zamba2,attn,
27,0.25,16384,32,4096,,,,,,zamba2,attn,OOM
40,0.37037037037037035,512,1,4096,2.4596478939056396,2.4678706765174865,158.16153887875308,1000.0,15.81615388787531,zamba2,attn,
40,0.37037037037037035,512,4,4096,9.454591751098633,9.465937519073487,99.37225432190938,1000.0,9.937225432190939,zamba2,attn,
40,0.37037037037037035,512,16,4096,36.43084716796875,36.45133850097656,86.23279281746004,1000.0,8.623279281746003,zamba2,attn,
40,0.37037037037037035,512,32,4096,72.60620880126953,72.6261954498291,83.70560309290978,1000.0,8.370560309290978,zamba2,attn,
40,0.37037037037037035,1024,1,4096,3.949568033218384,3.9659621596336363,115.22322952091737,1000.0,11.522322952091738,zamba2,attn,
40,0.37037037037037035,1024,4,4096,15.130623817443848,15.148052663803101,79.55820345042211,1000.0,7.955820345042211,zamba2,attn,
40,0.37037037037037035,1024,16,4096,59.224063873291016,59.2722208404541,70.89176306750282,1000.0,7.089176306750282,zamba2,attn,
40,0.37037037037037035,1024,32,4096,118.40409851074219,118.44188529968261,69.18236627811352,1000.0,6.918236627811352,zamba2,attn,
40,0.37037037037037035,2048,1,4096,7.84281587600708,7.873536109924316,74.87139431596034,1000.0,7.4871394315960345,zamba2,attn,
40,0.37037037037037035,2048,4,4096,29.79840087890625,29.83835741043091,58.132231962361004,1000.0,5.8132231962361,zamba2,attn,
40,0.37037037037037035,2048,16,4096,118.3825912475586,118.42668197631836,53.32226177411184,1000.0,5.332226177411184,zamba2,attn,
40,0.37037037037037035,2048,32,4096,236.41548919677734,236.47335311889648,52.53181247216391,1000.0,5.253181247216391,zamba2,attn,
40,0.37037037037037035,4096,1,4096,17.937408447265625,17.994763107299804,47.46748754164618,1000.0,4.746748754164618,zamba2,attn,
40,0.37037037037037035,4096,4,4096,70.05593872070312,70.1214956665039,39.81407159669855,1000.0,3.9814071596698546,zamba2,attn,
40,0.37037037037037035,4096,16,4096,279.2376403808594,279.30115783691406,37.746651696468405,1000.0,3.7746651696468403,zamba2,attn,
40,0.37037037037037035,4096,32,4096,557.823974609375,558.0452276611328,37.4222908268116,1000.0,3.7422290826811597,zamba2,attn,
40,0.37037037037037035,8192,1,4096,49.09465789794922,49.19510974884033,28.107457615213207,1000.0,2.8107457615213205,zamba2,attn,
40,0.37037037037037035,8192,4,4096,194.97882080078125,195.08765350341798,25.147046001523226,1000.0,2.5147046001523226,zamba2,attn,
40,0.37037037037037035,8192,16,4096,778.4012756347656,778.5833758544921,24.403869071911867,1000.0,2.440386907191187,zamba2,attn,
40,0.37037037037037035,8192,32,4096,1523.8773803710938,1524.1536584472656,24.796276408275222,1000.0,2.479627640827522,zamba2,attn,
40,0.37037037037037035,16384,1,4096,155.7386245727539,155.86724411010744,15.64731055436795,1000.0,1.5647310554367948,zamba2,attn,
40,0.37037037037037035,16384,4,4096,620.6274719238281,620.8522540283203,14.712529208053944,1000.0,1.4712529208053944,zamba2,attn,
40,0.37037037037037035,16384,16,4096,2448.132568359375,2449.4447998046876,14.66727619577542,1000.0,1.466727619577542,zamba2,attn,
40,0.37037037037037035,16384,32,4096,,,,,,zamba2,attn,OOM
54,0.5,512,1,4096,2.0454400777816772,2.058260416984558,190.1897299391445,1000.0,19.018972993914453,zamba2,attn,
54,0.5,512,4,4096,7.012351989746094,7.069716429710388,133.98130860713093,1000.0,13.398130860713092,zamba2,attn,
54,0.5,512,16,4096,26.96294403076172,26.978314151763914,116.51300734874722,1000.0,11.651300734874722,zamba2,attn,
54,0.5,512,32,4096,53.59308624267578,53.615646553039554,113.40168895070079,1000.0,11.340168895070079,zamba2,attn,
54,0.5,1024,1,4096,3.1283199787139893,3.1498546242713927,145.47168675087966,1000.0,14.547168675087965,zamba2,attn,
54,0.5,1024,4,4096,11.175935745239258,11.193344116210938,107.7104660800132,1000.0,10.77104660800132,zamba2,attn,
54,0.5,1024,16,4096,43.78112030029297,43.79857799530029,95.89746162735595,1000.0,9.589746162735596,zamba2,attn,
54,0.5,1024,32,4096,87.03282928466797,87.06359382629394,94.1193774731513,1000.0,9.41193774731513,zamba2,attn,
54,0.5,2048,1,4096,5.871615886688232,5.895280470848084,100.00697786298822,1000.0,10.000697786298822,zamba2,attn,
54,0.5,2048,4,4096,22.192127227783203,22.220913028717042,78.05685026135443,1000.0,7.805685026135442,zamba2,attn,
54,0.5,2048,16,4096,87.39839935302734,87.4311880493164,72.22589391485631,1000.0,7.222589391485632,zamba2,attn,
54,0.5,2048,32,4096,174.4691162109375,174.52956146240234,71.18356769220242,1000.0,7.118356769220241,zamba2,attn,
54,0.5,4096,1,4096,13.393919944763184,13.45028109550476,63.56941922240632,1000.0,6.356941922240631,zamba2,attn,
54,0.5,4096,4,4096,52.227073669433594,52.28653636932373,53.40548424470533,1000.0,5.340548424470533,zamba2,attn,
54,0.5,4096,16,4096,207.2289276123047,207.3016357421875,50.863004858662144,1000.0,5.086300485866214,zamba2,attn,
54,0.5,4096,32,4096,414.087158203125,414.17937255859374,50.412215386211074,1000.0,5.041221538621107,zamba2,attn,
54,0.5,8192,1,4096,36.72729682922363,36.819999885559085,37.57221835346192,1000.0,3.7572218353461926,zamba2,attn,
