sm_count,sm_ratio,seq_len,batch_size,latency_ms,latency_p99_ms,achieved_bandwidth_GBs,theoretical_bw_GBs,bw_utilization_pct,model_name,layer_type,n_blocks,waves,analytical
14,0.12962962962962962,512,1,5.113855838775635,7.677972292900085,31.57722491423655,1000.0,3.157722491423655,zamba2,ssm,128,,False
14,0.12962962962962962,512,4,22.648832321166992,22.801429233551026,8.102027927881492,1000.0,0.8102027927881492,zamba2,ssm,512,,False
14,0.12962962962962962,512,16,81.79251480102539,90.0775449371338,3.3203754238474072,1000.0,0.3320375423847407,zamba2,ssm,2048,,False
14,0.12962962962962962,512,32,153.68498992919922,177.5811161804199,2.531297091402471,1000.0,0.2531297091402471,zamba2,ssm,4096,,False
14,0.12962962962962962,512,64,282.58099365234375,344.43478057861324,2.207874577607231,1000.0,0.2207874577607231,zamba2,ssm,8192,,False
14,0.12962962962962962,1024,1,10.13862419128418,12.71196671485901,16.651313315778076,1000.0,1.6651313315778076,zamba2,ssm,256,,False
14,0.12962962962962962,1024,4,42.55436706542969,45.17194648742676,5.0021094115373295,1000.0,0.500210941153733,zamba2,ssm,1024,,False
14,0.12962962962962962,1024,16,158.29759979248047,177.5680255126953,2.4575380075881577,1000.0,0.24575380075881575,zamba2,ssm,4096,,False
14,0.12962962962962962,1024,32,282.55128479003906,343.214814453125,2.2081067246380286,1000.0,0.22081067246380284,zamba2,ssm,8192,,False
14,0.12962962962962962,1024,64,599.889404296875,626.5714221191406,1.8231117805487422,1000.0,0.18231117805487423,zamba2,ssm,16384,,False
14,0.12962962962962962,2048,1,22.705663681030273,22.832200202941895,8.081748878950785,1000.0,0.8081748878950785,zamba2,ssm,512,,False
14,0.12962962962962962,2048,4,81.72339248657227,90.25742858886719,3.3231838245655654,1000.0,0.33231838245655654,zamba2,ssm,2048,,False
14,0.12962962962962962,2048,16,287.5765838623047,335.931689453125,2.1695208407466615,1000.0,0.21695208407466615,zamba2,ssm,8192,,False
14,0.12962962962962962,2048,32,600.5969848632812,626.6167016601562,1.8209639201717938,1000.0,0.18209639201717936,zamba2,ssm,16384,,False
14,0.12962962962962962,2048,64,1179.826171875,1214.4971948242187,1.7232958417669446,1000.0,0.17232958417669447,zamba2,ssm,32768,,False
14,0.12962962962962962,4096,1,42.61427307128906,45.27821990966797,4.995077579849963,1000.0,0.4995077579849963,zamba2,ssm,1024,,False
14,0.12962962962962962,4096,4,156.03456115722656,177.71170944213867,2.493180774277346,1000.0,0.2493180774277346,zamba2,ssm,4096,,False
14,0.12962962962962962,4096,16,598.68212890625,626.883793334961,1.8267881855736192,1000.0,0.18267881855736193,zamba2,ssm,16384,,False
14,0.12962962962962962,4096,32,1182.5372314453125,1215.1856323242187,1.71934505056979,1000.0,0.171934505056979,zamba2,ssm,32768,,False
14,0.12962962962962962,4096,64,2359.4189453125,2427.0531762695314,1.6581360998954904,1000.0,0.16581360998954905,zamba2,ssm,65536,,False
14,0.12962962962962962,8192,1,83.43756866455078,90.38677703857422,3.254910951346837,1000.0,0.3254910951346837,zamba2,ssm,2048,,False
14,0.12962962962962962,8192,4,284.9623107910156,344.55586608886716,2.1894242444487877,1000.0,0.21894242444487877,zamba2,ssm,8192,,False
14,0.12962962962962962,8192,16,1182.4010620117188,1215.0347143554689,1.7195430563473642,1000.0,0.1719543056347364,zamba2,ssm,32768,,False
14,0.12962962962962962,8192,32,2365.482421875,2421.9917041015624,1.653885774766808,1000.0,0.16538857747668081,zamba2,ssm,65536,,False
14,0.12962962962962962,16384,1,156.95001983642578,178.13010803222656,2.478638539870472,1000.0,0.24786385398704722,zamba2,ssm,4096,,False
14,0.12962962962962962,16384,4,598.9386291503906,629.7887066650391,1.8260058489655138,1000.0,0.18260058489655137,zamba2,ssm,16384,,False
14,0.12962962962962962,32768,1,286.0800018310547,347.55307861328123,2.1808703439831763,1000.0,0.21808703439831761,zamba2,ssm,8192,,False
27,0.25,512,1,1.3322240114212036,3.9004158973693848,121.2118792452429,1000.0,12.12118792452429,zamba2,ssm,128,,False
27,0.25,512,4,10.169856071472168,12.739604454040528,18.043664601581394,1000.0,1.8043664601581393,zamba2,ssm,512,,False
27,0.25,512,16,42.656768798828125,45.292555541992186,6.36667669979403,1000.0,0.6366676699794029,zamba2,ssm,2048,,False
27,0.25,512,32,81.9599380493164,90.44899047851563,4.746494168479239,1000.0,0.4746494168479239,zamba2,ssm,4096,,False
27,0.25,512,64,156.51532745361328,178.14030029296876,3.9862127380777284,1000.0,0.39862127380777285,zamba2,ssm,8192,,False
27,0.25,1024,1,5.1220479011535645,7.685130343437195,32.95974798712422,1000.0,3.295974798712422,zamba2,ssm,256,,False
27,0.25,1024,4,22.601216316223145,22.73801290512085,9.418147989106588,1000.0,0.9418147989106588,zamba2,ssm,1024,,False
27,0.25,1024,16,82.07462310791016,90.43406524658204,4.739861765658318,1000.0,0.47398617656583186,zamba2,ssm,4096,,False
27,0.25,1024,32,158.0031967163086,178.19038925170898,3.948675754454547,1000.0,0.3948675754454547,zamba2,ssm,8192,,False
27,0.25,2048,1,10.22105598449707,12.79088628768921,17.95327921873517,1000.0,1.7953279218735168,zamba2,ssm,512,,False
27,0.25,2048,4,42.71104049682617,45.36126529693603,6.358586745742733,1000.0,0.6358586745742734,zamba2,ssm,2048,,False
27,0.25,2048,16,158.89971160888672,178.23237655639647,3.92639725826354,1000.0,0.392639725826354,zamba2,ssm,8192,,False
27,0.25,4096,1,22.69388771057129,22.83623384475708,9.379688606674678,1000.0,0.9379688606674678,zamba2,ssm,1024,,False
27,0.25,4096,4,83.60550308227539,90.61581680297851,4.653071312987217,1000.0,0.4653071312987217,zamba2,ssm,4096,,False
27,0.25,8192,1,42.89484786987305,45.56699512481689,6.331339764250428,1000.0,0.6331339764250428,zamba2,ssm,2048,,False
27,0.25,8192,4,158.39027404785156,178.50269592285156,3.939025901372653,1000.0,0.3939025901372653,zamba2,ssm,8192,,False
27,0.25,16384,1,84.93516540527344,91.00915870666503,4.580227355109695,1000.0,0.4580227355109695,zamba2,ssm,4096,,False
27,0.25,32768,1,159.94316864013672,179.26966873168945,3.9007817420683226,1000.0,0.3900781742068322,zamba2,ssm,8192,,False
40,0.37037037037037035,512,1,1.0362880229949951,3.611668562889099,155.82673196714146,1000.0,15.582673196714145,zamba2,ssm,128,,False
40,0.37037037037037035,512,4,8.780287742614746,8.847431344985962,20.899254942339024,1000.0,2.0899254942339027,zamba2,ssm,512,,False
40,0.37037037037037035,512,16,31.798784255981445,31.997039890289308,8.54063645370073,1000.0,0.8540636453700728,zamba2,ssm,2048,,False
