sm_count,sm_ratio,seq_len,batch_size,context_len,latency_ms,latency_p99_ms,achieved_bandwidth_GBs,theoretical_bw_GBs,bw_utilization_pct,model_name,layer_type
44,0.4074074074074074,256,1,0,0.04505600035190582,0.06351871915161607,93.09090836383095,2000,4.654545418191548,zamba2,attn
44,0.4074074074074074,256,4,0,0.0727040022611618,0.07577600330114365,230.7605562034145,2000,11.538027810170725,zamba2,attn
44,0.4074074074074074,256,16,0,0.07577600330114365,0.07680000364780426,885.6215830399591,2000,44.28107915199796,zamba2,attn
44,0.4074074074074074,512,1,0,0.04966400004923344,0.06452223949134349,168.9072163274025,2000,8.445360816370124,zamba2,attn
44,0.4074074074074074,512,4,0,0.06656000018119812,0.06758400052785873,504.1230755506889,2000,25.206153777534446,zamba2,attn
44,0.4074074074074074,512,16,0,0.16896000504493713,0.17100800573825836,794.3757338566784,2000,39.718786692833916,zamba2,attn
44,0.4074074074074074,1024,1,0,0.08089599758386612,0.08191999793052673,207.39241125751377,2000,10.369620562875689,zamba2,attn
44,0.4074074074074074,1024,4,0,0.16383999586105347,0.1658879965543747,409.6000103473666,2000,20.480000517368328,zamba2,attn
44,0.4074074074074074,1024,16,0,0.48844799399375916,0.492554235458374,549.5681409297174,2000,27.47840704648587,zamba2,attn
44,0.4074074074074074,2048,1,0,0.1884160041809082,0.19046400487422943,178.08695257003015,2000,8.904347628501508,zamba2,attn
44,0.4074074074074074,2048,4,0,0.477183997631073,0.48026623129844664,281.27038766243004,2000,14.063519383121504,zamba2,attn
44,0.4074074074074074,2048,16,0,1.6343040466308594,1.6568524599075318,328.50124375985416,2000,16.425062187992708,zamba2,attn
44,0.4074074074074074,4096,1,0,0.5386239886283875,0.5427302598953248,124.59315852398913,2000,6.229657926199456,zamba2,attn
44,0.4074074074074074,4096,4,0,1.6046080589294434,1.6312320232391357,167.29035760863238,2000,8.364517880431618,zamba2,attn
44,0.4074074074074074,4096,16,0,5.975039958953857,6.0887143468856815,179.704542794053,2000,8.98522713970265,zamba2,attn
54,0.5,256,1,0,0.04608000069856644,0.058429441116750185,91.02222084233793,2000,4.551111042116897,zamba2,attn
54,0.5,256,4,0,0.0727040022611618,0.07598080329596978,230.7605562034145,2000,11.538027810170725,zamba2,attn
54,0.5,256,16,0,0.07526400312781334,0.07680000364780426,891.6462214484623,2000,44.58231107242312,zamba2,attn
54,0.5,512,1,0,0.050175998359918594,0.06657024018466472,167.18367893404903,2000,8.359183946702451,zamba2,attn
54,0.5,512,4,0,0.06656000018119812,0.06860800087451935,504.1230755506889,2000,25.206153777534446,zamba2,attn
54,0.5,512,16,0,0.16896000504493713,0.17100800573825836,794.3757338566784,2000,39.718786692833916,zamba2,attn
54,0.5,1024,1,0,0.08089599758386612,0.08200191795825951,207.39241125751377,2000,10.369620562875689,zamba2,attn
