"# value_kind: measured=latency_ms,latency_std_ms,achieved_bw_gbs; derived=n_blocks_per_call,waves,bw_util_pct; metadata=model,config_status,layer_type,batch,seq,chunk_granularity,tokens_per_call,context_len,sm_count,status,n_measure"
model__metadata,config_status__metadata,layer_type__metadata,batch__metadata,seq__metadata,chunk_granularity__metadata,tokens_per_call__metadata,context_len__metadata,sm_count__metadata,status__metadata,n_measure__metadata,n_blocks_per_call__derived,waves__derived,latency_ms__measured,latency_std_ms__measured,achieved_bw_gbs__measured,bw_util_pct__derived
falcon_h1_3b,verified,ssm_full,1,2048,256,256,0,94,ok,30,64,0.6809,0.59034,0.00599,129.249,6.339
falcon_h1_3b,verified,ssm_full,1,2048,512,512,0,94,ok,30,128,1.3617,0.61389,0.00573,146.095,7.165
falcon_h1_3b,verified,ssm_full,8,2048,256,256,0,94,ok,30,512,5.4468,0.85504,0.00175,198.822,9.751
falcon_h1_3b,verified,ssm_full,8,2048,512,512,0,94,ok,30,1024,10.8936,1.56774,0.00158,176.742,8.668
falcon_h1_3b,verified,ssm_full,32,2048,256,256,0,94,ok,30,2048,21.7872,3.08326,0.006,159.331,7.814
falcon_h1_3b,verified,ssm_full,32,2048,512,512,0,94,ok,30,4096,43.5745,6.1911,0.00816,148.536,7.285
falcon_h1_3b,verified,ssm_full,128,2048,256,256,0,94,ok,30,8192,87.1489,12.63206,0.09907,140.617,6.896
falcon_h1_3b,verified,ssm_full,128,2048,512,512,0,94,ok,30,16384,174.2979,24.95795,0.06556,139.822,6.857
falcon_h1_3b,verified,attn,1,2048,256,256,0,94,ok,30,40,0.4255,0.04198,0.00166,137.366,6.737
falcon_h1_3b,verified,attn,1,2048,256,256,4096,94,ok,30,40,0.4255,0.09114,0.00239,109.303,5.361
falcon_h1_3b,verified,attn,1,2048,512,512,0,94,ok,30,80,0.8511,0.05325,0.00189,216.615,10.624
falcon_h1_3b,verified,attn,1,2048,512,512,4096,94,ok,30,80,0.8511,0.13005,0.00114,120.945,5.932
falcon_h1_3b,verified,attn,8,2048,256,256,0,94,ok,30,320,3.4043,0.0471,0.00153,979.478,48.037
falcon_h1_3b,verified,attn,8,2048,256,256,4096,94,ok,30,320,3.4043,0.32563,0.00206,244.73,12.002
falcon_h1_3b,verified,attn,8,2048,512,512,0,94,ok,30,640,6.8085,0.09216,0.00229,1001.244,49.105
falcon_h1_3b,verified,attn,8,2048,512,512,4096,94,ok,30,640,6.8085,0.65331,0.00114,192.602,9.446
falcon_h1_3b,verified,attn,32,2048,256,256,0,94,ok,30,1280,13.617,0.10035,0.00199,1839.02,90.192
falcon_h1_3b,verified,attn,32,2048,256,256,4096,94,ok,30,1280,13.617,1.06854,0.01064,298.319,14.631
falcon_h1_3b,verified,attn,32,2048,512,512,0,94,ok,30,2560,27.234,0.22733,0.00184,1623.64,79.629
falcon_h1_3b,verified,attn,32,2048,512,512,4096,94,ok,30,2560,27.234,2.24666,0.01004,224.029,10.987
falcon_h1_3b,verified,attn,128,2048,256,256,0,94,ok,30,5120,54.4681,0.29184,0.00234,2529.46,124.054
falcon_h1_3b,verified,attn,128,2048,256,256,4096,94,ok,30,5120,54.4681,4.2967,0.02562,296.755,14.554
falcon_h1_3b,verified,attn,128,2048,512,512,0,94,ok,30,10240,108.9362,0.77466,0.00492,1905.872,93.471
falcon_h1_3b,verified,attn,128,2048,512,512,4096,94,ok,30,10240,108.9362,8.68557,0.04208,231.794,11.368
falcon_h1_3b,verified,ssm,1,2048,256,256,0,108,ok,30,64,0.5926,0.51558,0.0081,8.676,0.425
falcon_h1_3b,verified,ssm,1,2048,512,512,0,108,ok,30,128,1.1852,0.51917,0.28955,17.231,0.845
falcon_h1_3b,verified,ssm,8,2048,256,256,0,108,ok,30,512,4.7407,0.55859,0.00588,64.059,3.142
falcon_h1_3b,verified,ssm,8,2048,512,512,0,108,ok,30,1024,9.4815,0.6144,0.00547,116.48,5.713
falcon_h1_3b,verified,ssm,32,2048,256,256,0,108,ok,30,2048,18.963,1.00352,0.00382,142.629,6.995
falcon_h1_3b,verified,ssm,32,2048,512,512,0,108,ok,30,4096,37.9259,1.92358,0.00547,148.817,7.299
falcon_h1_3b,verified,ssm,128,2048,256,256,0,108,ok,30,8192,75.8519,3.97056,0.00677,144.192,7.072
falcon_h1_3b,verified,ssm,128,2048,512,512,0,108,ok,30,16384,151.7037,7.44806,0.01208,153.737,7.54
falcon_h1_3b,verified,ssm_full,1,2048,256,256,0,108,ok,30,64,0.5926,0.5929,0.20423,128.691,6.311
falcon_h1_3b,verified,ssm_full,1,2048,512,512,0,108,ok,30,128,1.1852,0.61952,0.00674,144.767,7.1
falcon_h1_3b,verified,ssm_full,8,2048,256,256,0,108,ok,30,512,4.7407,0.79258,0.24854,214.491,10.519
falcon_h1_3b,verified,ssm_full,8,2048,512,512,0,108,ok,30,1024,9.4815,1.41722,0.01885,195.515,9.589
falcon_h1_3b,verified,ssm_full,32,2048,256,256,0,108,ok,30,2048,18.963,2.81549,0.00223,174.484,8.557
falcon_h1_3b,verified,ssm_full,32,2048,512,512,0,108,ok,30,4096,37.9259,5.69088,0.0056,161.592,7.925
falcon_h1_3b,verified,ssm_full,128,2048,256,256,0,108,ok,30,8192,75.8519,11.65312,0.01614,152.43,7.476
falcon_h1_3b,verified,ssm_full,128,2048,512,512,0,108,ok,30,16384,151.7037,23.12806,0.14243,150.884,7.4
falcon_h1_3b,verified,attn,1,2048,256,256,0,108,ok,30,40,0.3704,0.03994,0.0006,144.41,7.082
falcon_h1_3b,verified,attn,1,2048,256,256,4096,108,ok,30,40,0.3704,0.07475,0.00125,133.26,6.536
falcon_h1_3b,verified,attn,1,2048,512,512,0,108,ok,30,80,0.7407,0.0512,0.00086,225.28,11.049
falcon_h1_3b,verified,attn,1,2048,512,512,4096,108,ok,30,80,0.7407,0.12186,0.00114,129.076,6.33
falcon_h1_3b,verified,attn,8,2048,256,256,0,108,ok,30,320,2.963,0.04608,0.00086,1001.244,49.105
falcon_h1_3b,verified,attn,8,2048,256,256,4096,108,ok,30,320,2.963,0.32768,0.00171,243.2,11.927
falcon_h1_3b,verified,attn,8,2048,512,512,0,108,ok,30,640,5.9259,0.08653,0.00124,1066.414,52.301
falcon_h1_3b,verified,attn,8,2048,512,512,4096,108,ok,30,640,5.9259,0.51507,0.00206,244.294,11.981
falcon_h1_3b,verified,attn,32,2048,256,256,0,108,ok,30,1280,11.8519,0.09728,0.00199,1897.095,93.04
falcon_h1_3b,verified,attn,32,2048,256,256,4096,108,ok,30,1280,11.8519,0.94413,0.0134,337.631,16.559
falcon_h1_3b,verified,attn,32,2048,512,512,0,108,ok,30,2560,23.7037,0.21606,0.00192,1708.284,83.78
falcon_h1_3b,verified,attn,32,2048,512,512,4096,108,ok,30,2560,23.7037,1.99885,0.00128,251.803,12.349
falcon_h1_3b,verified,attn,128,2048,256,256,0,108,ok,30,5120,47.4074,0.28877,0.00221,2556.369,125.374
falcon_h1_3b,verified,attn,128,2048,256,256,4096,108,ok,30,5120,47.4074,3.8697,0.05583,329.501,16.16
falcon_h1_3b,verified,attn,128,2048,512,512,0,108,ok,30,10240,94.8148,0.71373,0.00334,2068.568,101.45
falcon_h1_3b,verified,attn,128,2048,512,512,4096,108,ok,30,10240,94.8148,7.93293,0.0452,253.786,12.447
