"# value_kind: measured=latency_ms,latency_std_ms,achieved_bw_gbs; derived=n_blocks_per_call,waves,bw_util_pct; metadata=model,config_status,layer_type,batch,seq,chunk_granularity,tokens_per_call,context_len,sm_count,status,n_measure"
model__metadata,config_status__metadata,layer_type__metadata,batch__metadata,seq__metadata,chunk_granularity__metadata,tokens_per_call__metadata,context_len__metadata,sm_count__metadata,status__metadata,n_measure__metadata,n_blocks_per_call__derived,waves__derived,latency_ms__measured,latency_std_ms__measured,achieved_bw_gbs__measured,bw_util_pct__derived
falcon_h1_1.5b,verified,attn,32,2048,512,512,4096,68,ok,30,2048,30.1176,2.47501,0.00155,176.245,8.644
falcon_h1_1.5b,verified,attn,128,2048,256,256,0,68,ok,30,4096,60.2353,0.29798,0.00151,2026.887,99.406
falcon_h1_1.5b,verified,attn,128,2048,256,256,4096,68,ok,30,4096,60.2353,4.49843,0.00276,253.611,12.438
falcon_h1_1.5b,verified,attn,128,2048,512,512,0,68,ok,30,8192,120.4706,0.80691,0.00284,1497.015,73.419
falcon_h1_1.5b,verified,attn,128,2048,512,512,4096,68,ok,30,8192,120.4706,9.32045,0.01757,187.205,9.181
falcon_h1_1.5b,verified,ssm,1,2048,256,256,0,81,ok,30,96,1.1852,0.50842,0.01396,6.752,0.331
falcon_h1_1.5b,verified,ssm,1,2048,512,512,0,81,ok,30,192,2.3704,0.51302,0.00737,13.382,0.656
falcon_h1_1.5b,verified,ssm,8,2048,256,256,0,81,ok,30,768,9.4815,0.58112,0.0096,47.253,2.317
falcon_h1_1.5b,verified,ssm,8,2048,512,512,0,81,ok,30,1536,18.963,0.66867,0.00783,82.132,4.028
falcon_h1_1.5b,verified,ssm,32,2048,256,256,0,81,ok,30,3072,37.9259,1.03936,0.00556,105.679,5.183
falcon_h1_1.5b,verified,ssm,32,2048,512,512,0,81,ok,30,6144,75.8519,1.86214,0.00778,117.97,5.786
falcon_h1_1.5b,verified,ssm,128,2048,256,256,0,81,ok,30,12288,151.7037,4.00486,0.00783,109.705,5.38
falcon_h1_1.5b,verified,ssm,128,2048,512,512,0,81,ok,30,24576,303.4074,7.66976,0.00833,114.568,5.619
falcon_h1_1.5b,verified,ssm_full,1,2048,256,256,0,81,ok,30,96,1.1852,0.58675,0.00898,81.802,4.012
falcon_h1_1.5b,verified,ssm_full,1,2048,512,512,0,81,ok,30,192,2.3704,0.60365,0.00729,96.489,4.732
falcon_h1_1.5b,verified,ssm_full,8,2048,256,256,0,81,ok,30,768,9.4815,0.77056,0.00781,155.386,7.621
falcon_h1_1.5b,verified,ssm_full,8,2048,512,512,0,81,ok,30,1536,18.963,1.28973,0.00293,156.405,7.671
falcon_h1_1.5b,verified,ssm_full,32,2048,256,256,0,81,ok,30,3072,37.9259,2.42074,0.00217,151.066,7.409
falcon_h1_1.5b,verified,ssm_full,32,2048,512,512,0,81,ok,30,6144,75.8519,4.6848,0.00273,148.06,7.261
falcon_h1_1.5b,verified,ssm_full,128,2048,256,256,0,81,ok,30,12288,151.7037,9.69114,0.00723,139.253,6.829
falcon_h1_1.5b,verified,ssm_full,128,2048,512,512,0,81,ok,30,24576,303.4074,19.1831,0.02579,138.731,6.804
falcon_h1_1.5b,verified,attn,1,2048,256,256,0,81,ok,30,32,0.3951,0.03994,0.00142,118.154,5.795
falcon_h1_1.5b,verified,attn,1,2048,256,256,4096,81,ok,30,32,0.3951,0.08602,0.00153,103.619,5.082
falcon_h1_1.5b,verified,attn,1,2048,512,512,0,81,ok,30,64,0.7901,0.0512,0.00069,184.32,9.04
falcon_h1_1.5b,verified,attn,1,2048,512,512,4096,81,ok,30,64,0.7901,0.12595,0.00134,108.228,5.308
falcon_h1_1.5b,verified,attn,8,2048,256,256,0,81,ok,30,256,3.1605,0.04608,0.00168,819.2,40.177
falcon_h1_1.5b,verified,attn,8,2048,256,256,4096,81,ok,30,256,3.1605,0.32154,0.00165,221.758,10.876
falcon_h1_1.5b,verified,attn,8,2048,512,512,0,81,ok,30,512,6.321,0.08858,0.00288,852.347,41.802
