layer_type,model,sm_count,sm_ratio,total_sm,seq_len,batch_size,kernel_name,n_kernels_captured,grid_size,n_waves,last_wave_blocks,wave_efficiency_pct,sm_util_per_sm_pct,achieved_occupancy_pct,analytical_n_blocks,analytical_n_waves,analytical_wave_eff_pct,analytical_last_wave_blocks,analytical_wasted_sm_pct,_block_size_parsed,_grid_size_parsed,block_size_raw,gpu__time_duration.sum,gpu__time_duration.sum.unit,grid_size_raw,kernel_duration_ns,kernel_id,kernel_time_ns,sm__cycles_active.sum,sm__cycles_active.sum.unit,sm__cycles_elapsed.sum,sm__cycles_elapsed.sum.unit,smsp__warps_active.sum,smsp__warps_active.sum.unit,warps_active
ssm,zamba2,108,1.0,108,1024,1,_chunk_scan_fwd_kernel,662,1792,17,64,97.60348583877996,93.34806055592162,5.818891405871939,448,5,82.96296296296296,16,17.037037037037038,128,1792,"(128, 1, 1)",170720,ns,"(4, 4, 112)",170720.0,531,,24216759,cycle,25942434,cycle,96611972,warp,96611972.0
ssm,zamba2,108,1.0,108,1024,4,_chunk_scan_fwd_kernel,662,7168,67,40,99.06025428413488,97.04722203387415,6.051268179256215,1792,17,97.60348583877996,64,2.3965141612200425,128,7168,"(128, 1, 1)",671424,ns,"(4, 16, 112)",671424.0,541,,99014771,cycle,102027414,cycle,395132956,warp,395132956.0
ssm,zamba2,108,1.0,108,4096,1,_chunk_scan_fwd_kernel,662,7168,67,40,99.06025428413488,97.04765748643749,6.049481984104684,1792,17,97.60348583877996,64,2.3965141612200425,128,7168,"(128, 1, 1)",655744,ns,"(4, 16, 112)",655744.0,537,,96771718,cycle,99715666,cycle,386066000,warp,386066000.0
ssm,zamba2,108,1.0,108,4096,4,_chunk_scan_fwd_kernel,662,28672,266,52,99.80506822612085,98.123178237615,6.118377105533619,7168,67,99.06025428413488,40,0.9397457158651146,128,28672,"(128, 1, 1)",2674720,ns,"(4, 64, 112)",2674720.0,542,,397646627,cycle,405252494,cycle,1586872052,warp,1586872052.0
