# value_kind: latency_per_step_ms=measured(CUDA event); bytes_analytic,bytes_analytic_w_weight,achieved_bw_GBs,bw_util_pct=derived; model,cell,scope,sm_count,batch,context_len,backend,status=metadata
model,cell,scope,sm_count,batch,context_len,latency_per_step_ms,bytes_analytic,bytes_analytic_w_weight,achieved_bw_GBs,bw_util_pct,backend,status
falcon_h1,decode_ssm,layer,14,32,0,1.1413120031356812,101580800,161525904,89.0035325317821,4.450176626589105,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,27,1,0,0.3076319992542267,3174400,63119504,10.318822514223172,0.5159411257111586,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,27,4,0,0.31489598751068115,12697600,72642704,40.323155910550625,2.016157795527531,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,27,8,0,0.30908799171447754,25395200,85340304,82.16171666565103,4.108085833282551,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,27,16,0,0.37251201272010803,50790400,110735504,136.34567011443482,6.817283505721742,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,27,32,0,0.6049280166625977,101580800,161525904,167.92212825655474,8.396106412827738,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,40,1,0,0.3025760054588318,3174400,63119504,10.49124829044617,0.5245624145223086,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,40,4,0,0.30622398853302,12697600,72642704,41.4650728730575,2.073253643652875,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,40,8,0,0.30209600925445557,25395200,85340304,84.06334152732754,4.203167076366377,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,40,16,0,0.30300799012184143,50790400,110735504,167.62066234483407,8.381033117241705,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,40,32,0,0.4631679952144623,101580800,161525904,219.31739897737253,10.965869948868628,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,54,1,0,0.30404800176620483,3174400,63119504,10.440456709335418,0.5220228354667709,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,54,4,0,0.30721598863601685,12697600,72642704,41.331182196522505,2.0665591098261253,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,54,8,0,0.3031199872493744,25395200,85340304,83.77936483319911,4.188968241659956,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,54,16,0,0.3035840094089508,50790400,110735504,167.30261945905542,8.365130972952771,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,54,32,0,0.3834240138530731,101580800,161525904,264.93071985555247,13.246535992777622,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,68,1,0,0.30432000756263733,3174400,63119504,10.431124872217355,0.5215562436108678,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,68,4,0,0.3065119981765747,12697600,72642704,41.42611080655054,2.071305540327527,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,68,8,0,0.30241599678993225,25395200,85340304,83.97439378063162,4.198719689031581,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,68,16,0,0.3012639880180359,50790400,110735504,168.59100994493676,8.429550497246838,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,68,32,0,0.31934401392936707,101580800,161525904,318.0920749072434,15.90460374536217,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,81,1,0,0.30456000566482544,3174400,63119504,10.422904980811868,0.5211452490405933,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,81,4,0,0.31036800146102905,12697600,72642704,40.91143397588413,2.0455716987942063,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,81,8,0,0.3044480085372925,25395200,85340304,83.41391399474136,4.1706956997370686,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,81,16,0,0.3044160008430481,50790400,110735504,166.84536903231543,8.342268451615771,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,81,32,0,0.29977598786354065,101580800,161525904,338.8556926255215,16.942784631276076,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,94,1,0,0.3046239912509918,3174400,63119504,10.420715672996634,0.5210357836498317,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,94,4,0,0.3084160089492798,12697600,72642704,41.17036610148266,2.058518305074133,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,94,8,0,0.30132800340652466,25395200,85340304,84.2775968808285,4.213879844041426,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,94,16,0,0.3040800094604492,50790400,110735504,167.02972382209873,8.351486191104938,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,94,32,0,0.2993760108947754,101580800,161525904,339.3084158493367,16.965420792466833,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,108,1,0,0.30527999997138977,3174400,63119504,10.398322852127551,0.5199161426063775,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,108,4,0,0.3091840147972107,12697600,72642704,41.06809987679399,2.0534049938396994,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,108,8,0,0.30432000756263733,25395200,85340304,83.44899897773884,4.172449948886943,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,108,16,0,0.30420801043510437,50790400,110735504,166.95944307105924,8.347972153552961,triton_ssu+linear,ok
falcon_h1,decode_ssm,layer,108,32,0,0.2993279993534088,101580800,161525904,339.3628401600552,16.968142008002758,triton_ssu+linear,ok
