# value_kind: latency_per_step_ms=measured(CUDA event); bytes_analytic,bytes_analytic_w_weight,achieved_bw_GBs,bw_util_pct=derived; model,cell,scope,sm_count,batch,context_len,backend,status=metadata
model,cell,scope,sm_count,batch,context_len,latency_per_step_ms,bytes_analytic,bytes_analytic_w_weight,achieved_bw_GBs,bw_util_pct,backend,status
zamba2,decode_ssm,layer,27,4,0,0.31171199679374695,7577600,164416160,24.309619385659815,1.2154809692829907,triton_ssu+linear,ok
zamba2,decode_ssm,layer,27,8,0,0.3248800039291382,15155200,171993760,46.64860815289083,2.3324304076445417,triton_ssu+linear,ok
zamba2,decode_ssm,layer,27,16,0,0.4070560038089752,30310400,187148960,74.46248112390987,3.7231240561954935,triton_ssu+linear,ok
zamba2,decode_ssm,layer,27,32,0,0.543071985244751,60620800,217459360,111.62571748693591,5.581285874346795,triton_ssu+linear,ok
zamba2,decode_ssm,layer,40,1,0,0.3070400059223175,1894400,158732960,6.16988002690207,0.3084940013451035,triton_ssu+linear,ok
zamba2,decode_ssm,layer,40,4,0,0.3096959888935089,7577600,164416160,24.467866138897943,1.2233933069448972,triton_ssu+linear,ok
zamba2,decode_ssm,layer,40,8,0,0.3044640123844147,15155200,171993760,49.77665465718531,2.4888327328592657,triton_ssu+linear,ok
zamba2,decode_ssm,layer,40,16,0,0.3163680136203766,30310400,187148960,95.80741002587807,4.7903705012939035,triton_ssu+linear,ok
zamba2,decode_ssm,layer,40,32,0,0.40195199847221375,60620800,217459360,150.81601840621428,7.540800920310714,triton_ssu+linear,ok
zamba2,decode_ssm,layer,54,1,0,0.3075999915599823,1894400,158732960,6.15864776326104,0.307932388163052,triton_ssu+linear,ok
zamba2,decode_ssm,layer,54,4,0,0.3094559907913208,7577600,164416160,24.486842153622725,1.2243421076811363,triton_ssu+linear,ok
zamba2,decode_ssm,layer,54,8,0,0.3068160116672516,15155200,171993760,49.395075301468076,2.4697537650734036,triton_ssu+linear,ok
zamba2,decode_ssm,layer,54,16,0,0.3108159899711609,30310400,187148960,97.51879239807565,4.875939619903782,triton_ssu+linear,ok
zamba2,decode_ssm,layer,54,32,0,0.347104012966156,60620800,217459360,174.64736141183928,8.732368070591964,triton_ssu+linear,ok
zamba2,decode_ssm,layer,68,1,0,0.31166398525238037,1894400,158732960,6.078341064868134,0.3039170532434067,triton_ssu+linear,ok
zamba2,decode_ssm,layer,68,4,0,0.3137120008468628,7577600,164416160,24.15463858425669,1.2077319292128346,triton_ssu+linear,ok
zamba2,decode_ssm,layer,68,8,0,0.3089919984340668,15155200,171993760,49.047224772177536,2.452361238608877,triton_ssu+linear,ok
zamba2,decode_ssm,layer,68,16,0,0.30959999561309814,30310400,187148960,97.90181017275722,4.89509050863786,triton_ssu+linear,ok
zamba2,decode_ssm,layer,68,32,0,0.30398398637771606,60620800,217459360,199.42103109561657,9.971051554780828,triton_ssu+linear,ok
zamba2,decode_ssm,layer,81,1,0,0.3100320100784302,1894400,158732960,6.110336798838175,0.30551683994190876,triton_ssu+linear,ok
zamba2,decode_ssm,layer,81,4,0,0.31246399879455566,7577600,164416160,24.251113821859057,1.212555691092953,triton_ssu+linear,ok
zamba2,decode_ssm,layer,81,8,0,0.3086079955101013,15155200,171993760,49.108254551052106,2.455412727552605,triton_ssu+linear,ok
