"# value_kind: measured=latency_ms,latency_std_ms,achieved_bw_gbs; derived=bw_util_pct; metadata=model,config_status,layer_type,batch,context_len,sm_count,status,n_measure"
model__metadata,config_status__metadata,layer_type__metadata,batch__metadata,context_len__metadata,sm_count__metadata,status__metadata,n_measure__metadata,latency_ms__measured,latency_std_ms__measured,achieved_bw_gbs__measured,bw_util_pct__derived
falcon_h1_1.5b,verified,ssm,8,1024,68,ok,30,0.51968,0.00723,0.207,0.01
falcon_h1_1.5b,verified,ssm,8,4096,68,ok,30,0.52275,0.00696,0.206,0.01
falcon_h1_1.5b,verified,ssm,8,16384,68,ok,30,0.52224,0.01204,0.206,0.01
falcon_h1_1.5b,verified,ssm,16,1024,68,ok,30,0.55654,0.0086,0.386,0.019
falcon_h1_1.5b,verified,ssm,16,4096,68,ok,30,0.55398,0.00583,0.388,0.019
falcon_h1_1.5b,verified,ssm,16,16384,68,ok,30,0.55603,0.00833,0.386,0.019
falcon_h1_1.5b,verified,ssm,32,1024,68,ok,30,0.61696,0.02954,0.696,0.034
falcon_h1_1.5b,verified,ssm,32,4096,68,ok,30,0.6144,0.00736,0.699,0.034
falcon_h1_1.5b,verified,ssm,32,16384,68,ok,30,0.61798,0.00648,0.695,0.034
falcon_h1_1.5b,verified,ssm,64,1024,68,ok,30,0.93184,0.01961,0.921,0.045
falcon_h1_1.5b,verified,ssm,64,4096,68,ok,30,0.92877,0.00332,0.924,0.045
falcon_h1_1.5b,verified,ssm,64,16384,68,ok,30,0.92774,0.0042,0.925,0.045
falcon_h1_1.5b,verified,ssm,128,1024,68,ok,30,1.66605,0.00438,1.03,0.051
falcon_h1_1.5b,verified,ssm,128,4096,68,ok,30,1.66605,0.0112,1.03,0.051
falcon_h1_1.5b,verified,ssm,128,16384,68,ok,30,1.66707,0.00878,1.03,0.05
falcon_h1_1.5b,verified,ssm,256,1024,68,ok,30,3.14778,0.04531,1.091,0.053
falcon_h1_1.5b,verified,ssm,256,4096,68,ok,30,3.15085,0.02566,1.089,0.053
falcon_h1_1.5b,verified,ssm,256,16384,68,ok,30,3.14778,0.02492,1.091,0.053
falcon_h1_1.5b,verified,ssm,512,1024,68,ok,30,6.1353,0.1653,1.119,0.055
falcon_h1_1.5b,verified,ssm,512,4096,68,ok,30,6.12966,0.04079,1.12,0.055
