"# value_kind: measured=latency_ms,latency_std_ms,achieved_bw_gbs; derived=bw_util_pct; metadata=model,config_status,layer_type,batch,context_len,sm_count,status,n_measure"
model__metadata,config_status__metadata,layer_type__metadata,batch__metadata,context_len__metadata,sm_count__metadata,status__metadata,n_measure__metadata,latency_ms__measured,latency_std_ms__measured,achieved_bw_gbs__measured,bw_util_pct__derived
zamba2_2.7b,,attn,512,4096,27,failed:oom,0,,,,
zamba2_2.7b,,attn,512,16384,27,failed:oom,0,,,,
zamba2_2.7b,verified,ssm,1,1024,40,ok,30,0.50381,0.00722,0.042,0.002
zamba2_2.7b,verified,ssm,1,4096,40,ok,30,0.49869,0.00629,0.043,0.002
zamba2_2.7b,verified,ssm,1,16384,40,ok,30,0.49664,0.00621,0.043,0.002
zamba2_2.7b,verified,ssm,2,1024,40,ok,30,0.5033,0.00589,0.084,0.004
zamba2_2.7b,verified,ssm,2,4096,40,ok,30,0.49818,0.00505,0.085,0.004
zamba2_2.7b,verified,ssm,2,16384,40,ok,30,0.50176,0.65831,0.084,0.004
zamba2_2.7b,verified,ssm,4,1024,40,ok,30,0.52582,0.00532,0.16,0.008
zamba2_2.7b,verified,ssm,4,4096,40,ok,30,0.52838,0.0086,0.159,0.008
zamba2_2.7b,verified,ssm,4,16384,40,ok,30,0.52429,0.00662,0.16,0.008
zamba2_2.7b,verified,ssm,8,1024,40,ok,30,0.58266,0.00599,0.288,0.014
zamba2_2.7b,verified,ssm,8,4096,40,ok,30,0.58522,0.00806,0.286,0.014
zamba2_2.7b,verified,ssm,8,16384,40,ok,30,0.5888,0.00544,0.285,0.014
zamba2_2.7b,verified,ssm,16,1024,40,ok,30,0.70451,0.00645,0.475,0.023
zamba2_2.7b,verified,ssm,16,4096,40,ok,30,0.70093,0.00515,0.478,0.023
zamba2_2.7b,verified,ssm,16,16384,40,ok,30,0.69939,0.00603,0.479,0.023
zamba2_2.7b,verified,ssm,32,1024,40,ok,30,0.93184,0.00415,0.718,0.035
zamba2_2.7b,verified,ssm,32,4096,40,ok,30,0.93133,0.00505,0.718,0.035
zamba2_2.7b,verified,ssm,32,16384,40,ok,30,0.93286,0.00595,0.717,0.035
zamba2_2.7b,verified,ssm,64,1024,40,ok,30,1.46637,0.0028,0.912,0.045
zamba2_2.7b,verified,ssm,64,4096,40,ok,30,1.46637,0.00245,0.912,0.045
zamba2_2.7b,verified,ssm,64,16384,40,ok,30,1.46893,0.00347,0.911,0.045
zamba2_2.7b,verified,ssm,128,1024,40,ok,30,2.73203,0.23805,0.979,0.048
zamba2_2.7b,verified,ssm,128,4096,40,ok,30,2.73101,0.00368,0.98,0.048
zamba2_2.7b,verified,ssm,128,16384,40,ok,30,2.73101,0.00353,0.98,0.048
zamba2_2.7b,verified,ssm,256,1024,40,ok,30,5.28282,0.00424,1.013,0.05
zamba2_2.7b,verified,ssm,256,4096,40,ok,30,5.28282,0.0058,1.013,0.05
zamba2_2.7b,verified,ssm,256,16384,40,ok,30,5.27974,0.00363,1.013,0.05
zamba2_2.7b,verified,ssm,512,1024,40,ok,30,10.40077,0.02008,1.029,0.05
zamba2_2.7b,verified,ssm,512,4096,40,ok,30,10.40128,0.2387,1.029,0.05
zamba2_2.7b,verified,ssm,512,16384,40,ok,30,10.39821,0.00626,1.029,0.05
zamba2_2.7b,verified,attn,1,1024,40,ok,30,0.06656,0.001,316.462,15.52
zamba2_2.7b,verified,attn,1,4096,40,ok,30,0.13005,0.00307,645.748,31.67
zamba2_2.7b,verified,attn,1,16384,40,ok,30,0.3881,0.00516,864.828,42.414
zamba2_2.7b,verified,attn,2,1024,40,ok,30,0.09165,0.00206,459.665,22.544
zamba2_2.7b,verified,attn,2,4096,40,ok,30,0.21811,0.00331,770.047,37.766
zamba2_2.7b,verified,attn,2,16384,40,ok,30,0.7337,0.01017,914.92,44.871
zamba2_2.7b,verified,attn,4,1024,40,ok,30,0.1367,0.00141,616.33,30.227
zamba2_2.7b,verified,attn,4,4096,40,ok,30,0.3799,0.00188,884.205,43.365
zamba2_2.7b,verified,attn,4,16384,40,ok,30,1.34758,0.00527,996.261,48.86
zamba2_2.7b,verified,attn,8,1024,40,ok,30,0.35686,0.00151,472.195,23.158
zamba2_2.7b,verified,attn,8,4096,40,ok,30,1.29741,0.00573,517.822,25.396
zamba2_2.7b,verified,attn,8,16384,40,ok,30,5.0601,0.00199,530.64,26.025
zamba2_2.7b,verified,attn,16,1024,40,ok,30,0.63846,0.00151,527.859,25.888
zamba2_2.7b,verified,attn,16,4096,40,ok,30,2.37261,0.00156,566.319,27.774
zamba2_2.7b,verified,attn,16,16384,40,ok,30,9.31123,0.00365,576.743,28.286
zamba2_2.7b,verified,attn,32,1024,40,ok,30,1.24518,0.00117,541.316,26.548
zamba2_2.7b,verified,attn,32,4096,40,ok,30,4.68582,0.23932,573.497,28.126
zamba2_2.7b,verified,attn,32,16384,40,ok,30,18.44224,0.01993,582.379,28.562
zamba2_2.7b,verified,attn,64,1024,40,ok,30,2.45658,0.00161,548.762,26.913
zamba2_2.7b,verified,attn,64,4096,40,ok,30,9.31072,0.00359,577.249,28.31
zamba2_2.7b,verified,attn,64,16384,40,ok,30,36.68941,0.23624,585.475,28.714
zamba2_2.7b,verified,attn,128,1024,40,ok,30,4.82816,0.00254,558.422,27.387
zamba2_2.7b,verified,attn,128,4096,40,ok,30,18.35213,0.23694,585.72,28.726
zamba2_2.7b,verified,attn,128,16384,40,ok,30,72.48589,0.24657,592.687,29.068
zamba2_2.7b,verified,attn,256,1024,40,ok,30,9.6041,0.2395,561.459,27.536
zamba2_2.7b,verified,attn,256,4096,40,ok,30,36.5655,0.00845,587.943,28.835
zamba2_2.7b,,attn,256,16384,40,failed:oom,0,,,,
zamba2_2.7b,verified,attn,512,1024,40,ok,30,19.13958,0.23924,563.471,27.635
zamba2_2.7b,,attn,512,4096,40,failed:oom,0,,,,
zamba2_2.7b,,attn,512,16384,40,failed:oom,0,,,,
zamba2_2.7b,verified,ssm,1,1024,54,ok,30,0.50842,0.00706,0.042,0.002
zamba2_2.7b,verified,ssm,1,4096,54,ok,30,0.50278,0.0069,0.043,0.002
zamba2_2.7b,verified,ssm,1,16384,54,ok,30,0.50278,0.00705,0.043,0.002
zamba2_2.7b,verified,ssm,2,1024,54,ok,30,0.50176,0.00789,0.084,0.004
zamba2_2.7b,verified,ssm,2,4096,54,ok,30,0.49818,0.00696,0.085,0.004
zamba2_2.7b,verified,ssm,2,16384,54,ok,30,0.49766,0.00604,0.085,0.004
zamba2_2.7b,verified,ssm,4,1024,54,ok,30,0.51046,0.00546,0.165,0.008
zamba2_2.7b,verified,ssm,4,4096,54,ok,30,0.50995,0.00604,0.165,0.008
zamba2_2.7b,verified,ssm,4,16384,54,ok,30,0.50688,0.00603,0.166,0.008
zamba2_2.7b,verified,ssm,8,1024,54,ok,30,0.5504,0.00572,0.305,0.015
zamba2_2.7b,verified,ssm,8,4096,54,ok,30,0.55296,0.00599,0.303,0.015
zamba2_2.7b,verified,ssm,8,16384,54,ok,30,0.55091,0.00617,0.304,0.015
zamba2_2.7b,verified,ssm,16,1024,54,ok,30,0.64922,0.00566,0.516,0.025
zamba2_2.7b,verified,ssm,16,4096,54,ok,30,0.64102,0.00592,0.522,0.026
zamba2_2.7b,verified,ssm,16,16384,54,ok,30,0.64102,0.00571,0.522,0.026
zamba2_2.7b,verified,ssm,32,1024,54,ok,30,0.81152,0.00423,0.825,0.04
zamba2_2.7b,verified,ssm,32,4096,54,ok,30,0.81101,0.00523,0.825,0.04
zamba2_2.7b,verified,ssm,32,16384,54,ok,30,0.80998,0.00546,0.826,0.041
zamba2_2.7b,verified,ssm,64,1024,54,ok,30,1.18886,0.24304,1.125,0.055
zamba2_2.7b,verified,ssm,64,4096,54,ok,30,1.18886,0.00387,1.125,0.055
zamba2_2.7b,verified,ssm,64,16384,54,ok,30,1.18886,0.0026,1.125,0.055
zamba2_2.7b,verified,ssm,128,1024,54,ok,30,2.17651,0.00365,1.229,0.06
zamba2_2.7b,verified,ssm,128,4096,54,ok,30,2.17754,0.00347,1.229,0.06
zamba2_2.7b,verified,ssm,128,16384,54,ok,30,2.17754,0.00386,1.229,0.06
zamba2_2.7b,verified,ssm,256,1024,54,ok,30,4.16461,0.0041,1.285,0.063
zamba2_2.7b,verified,ssm,256,4096,54,ok,30,4.16461,0.00484,1.285,0.063
zamba2_2.7b,verified,ssm,256,16384,54,ok,30,4.16307,0.00431,1.285,0.063
zamba2_2.7b,verified,ssm,512,1024,54,ok,30,8.14797,0.01913,1.313,0.064
zamba2_2.7b,verified,ssm,512,4096,54,ok,30,8.14541,0.00361,1.314,0.064
zamba2_2.7b,verified,ssm,512,16384,54,ok,30,8.14694,0.23858,1.313,0.064
zamba2_2.7b,verified,attn,1,1024,54,ok,30,0.05632,0.00211,374.0,18.342
zamba2_2.7b,verified,attn,1,4096,54,ok,30,0.10957,0.00179,766.449,37.589
zamba2_2.7b,verified,attn,1,16384,54,ok,30,0.30822,0.00131,1088.937,53.405
zamba2_2.7b,verified,attn,2,1024,54,ok,30,0.07475,0.002,563.562,27.639
zamba2_2.7b,verified,attn,2,4096,54,ok,30,0.17715,0.00247,948.093,46.498
zamba2_2.7b,verified,attn,2,16384,54,ok,30,0.5847,0.01118,1148.056,56.305
zamba2_2.7b,verified,attn,4,1024,54,ok,30,0.1152,0.00182,731.378,35.869
zamba2_2.7b,verified,attn,4,4096,54,ok,30,0.31027,0.00187,1082.64,53.097
zamba2_2.7b,verified,attn,4,16384,54,ok,30,1.09158,0.00208,1229.906,60.319
zamba2_2.7b,verified,attn,8,1024,54,ok,30,0.26675,0.00242,631.708,30.981
zamba2_2.7b,verified,attn,8,4096,54,ok,30,0.9559,0.00184,702.817,34.469
zamba2_2.7b,verified,attn,8,16384,54,ok,30,3.712,0.00487,723.355,35.476
zamba2_2.7b,verified,attn,16,1024,54,ok,30,0.49766,0.00101,677.202,33.212
zamba2_2.7b,verified,attn,16,4096,54,ok,30,1.83296,0.00179,733.05,35.951
zamba2_2.7b,verified,attn,16,16384,54,ok,30,7.17926,0.01053,748.013,36.685
zamba2_2.7b,verified,attn,32,1024,54,ok,30,0.92467,0.00145,728.948,35.75
zamba2_2.7b,verified,attn,32,4096,54,ok,30,3.46317,0.00372,775.967,38.056
zamba2_2.7b,verified,attn,32,16384,54,ok,30,13.5977,0.02393,789.867,38.738
zamba2_2.7b,verified,attn,64,1024,54,ok,30,1.8176,0.00168,741.679,36.375
zamba2_2.7b,verified,attn,64,4096,54,ok,30,6.8439,0.03497,785.313,38.515
