"# value_kind: measured=latency_ms,latency_std_ms,achieved_bw_gbs; derived=bw_util_pct; metadata=model,config_status,layer_type,batch,context_len,sm_count,status,n_measure"
model__metadata,config_status__metadata,layer_type__metadata,batch__metadata,context_len__metadata,sm_count__metadata,status__metadata,n_measure__metadata,latency_ms__measured,latency_std_ms__measured,achieved_bw_gbs__measured,bw_util_pct__derived
zamba2_1.2b,verified,attn,1,4096,14,ok,30,0.26317,0.0135,255.284,12.52
zamba2_1.2b,verified,attn,2,4096,14,ok,30,0.44954,0.00162,298.897,14.659
zamba2_1.2b,verified,attn,4,4096,14,ok,30,0.86016,0.00101,312.419,15.322
zamba2_1.2b,verified,attn,8,4096,14,ok,30,3.29011,0.00161,163.356,8.012
zamba2_1.2b,verified,attn,16,4096,14,ok,30,5.21011,0.00199,206.314,10.118
zamba2_1.2b,verified,attn,32,4096,14,ok,30,10.37005,0.00186,207.313,10.167
zamba2_1.2b,verified,attn,64,4096,14,ok,30,20.55066,0.00636,209.224,10.261
zamba2_1.2b,verified,attn,128,4096,14,ok,30,40.94003,0.02143,210.048,10.302
zamba2_1.2b,verified,attn,256,4096,14,ok,30,81.80326,0.03307,210.245,10.311
zamba2_1.2b,verified,attn,512,4096,14,ok,30,163.33926,0.02572,210.589,10.328
zamba2_1.2b,verified,ssm,1,4096,14,ok,30,0.52582,0.00708,0.033,0.002
zamba2_1.2b,verified,ssm,2,4096,14,ok,30,0.55296,0.00923,0.062,0.003
zamba2_1.2b,verified,ssm,4,4096,14,ok,30,0.62464,0.00737,0.11,0.005
zamba2_1.2b,verified,ssm,8,4096,14,ok,30,0.78029,0.00702,0.175,0.009
zamba2_1.2b,verified,ssm,16,4096,14,ok,30,1.0967,0.007,0.249,0.012
zamba2_1.2b,verified,ssm,32,4096,14,ok,30,1.93843,0.00338,0.281,0.014
zamba2_1.2b,verified,ssm,64,4096,14,ok,30,3.69203,0.00412,0.295,0.014
zamba2_1.2b,verified,ssm,128,4096,14,ok,30,7.18746,0.00438,0.303,0.015
zamba2_1.2b,verified,ssm,256,4096,14,ok,30,14.20288,0.00341,0.307,0.015
zamba2_1.2b,verified,ssm,512,4096,14,ok,30,28.36378,0.01896,0.307,0.015
zamba2_1.2b,verified,attn,1,4096,27,ok,30,0.13414,0.00199,500.824,24.562
zamba2_1.2b,verified,attn,2,4096,27,ok,30,0.20685,0.00199,649.584,31.858
zamba2_1.2b,verified,attn,4,4096,27,ok,30,0.37274,0.00142,720.967,35.359
zamba2_1.2b,verified,attn,8,4096,27,ok,30,1.44179,0.00111,372.773,18.282
zamba2_1.2b,verified,attn,16,4096,27,ok,30,2.69978,0.00101,398.152,19.527
zamba2_1.2b,verified,attn,32,4096,27,ok,30,5.21318,0.00119,412.386,20.225
zamba2_1.2b,verified,attn,64,4096,27,ok,30,10.3721,0.00173,414.544,20.331
zamba2_1.2b,verified,attn,128,4096,27,ok,30,20.5481,0.01338,418.5,20.525
zamba2_1.2b,verified,attn,256,4096,27,ok,30,40.91955,0.10102,420.306,20.613
zamba2_1.2b,verified,attn,512,4096,27,ok,30,81.80326,0.05561,420.49,20.622
zamba2_1.2b,verified,ssm,1,4096,27,ok,30,0.50688,0.00859,0.034,0.002
zamba2_1.2b,verified,ssm,2,4096,27,ok,30,0.5207,0.00782,0.066,0.003
zamba2_1.2b,verified,ssm,4,4096,27,ok,30,0.55552,0.00535,0.123,0.006
zamba2_1.2b,verified,ssm,8,4096,27,ok,30,0.6359,0.00501,0.215,0.011
zamba2_1.2b,verified,ssm,16,4096,27,ok,30,0.79206,0.00612,0.344,0.017
zamba2_1.2b,verified,ssm,32,4096,27,ok,30,1.10541,0.00484,0.493,0.024
zamba2_1.2b,verified,ssm,64,4096,27,ok,30,1.97734,0.00193,0.551,0.027
zamba2_1.2b,verified,ssm,128,4096,27,ok,30,3.75347,0.00365,0.581,0.028
zamba2_1.2b,verified,ssm,256,4096,27,ok,30,7.34822,0.00365,0.593,0.029
zamba2_1.2b,verified,ssm,512,4096,27,ok,30,14.54029,0.00396,0.599,0.029
zamba2_1.2b,verified,attn,1,4096,40,ok,30,0.11059,0.00285,607.481,29.793
zamba2_1.2b,verified,attn,2,4096,40,ok,30,0.1577,0.00094,852.052,41.788
zamba2_1.2b,verified,attn,4,4096,40,ok,30,0.27648,0.00104,971.97,47.669
zamba2_1.2b,verified,attn,8,4096,40,ok,30,1.03014,0.00079,521.734,25.588
zamba2_1.2b,verified,attn,16,4096,40,ok,30,1.86573,0.00144,576.14,28.256
zamba2_1.2b,verified,attn,32,4096,40,ok,30,3.67718,0.0012,584.644,28.673
zamba2_1.2b,verified,attn,64,4096,40,ok,30,7.30522,0.02136,588.578,28.866
zamba2_1.2b,verified,attn,128,4096,40,ok,30,14.43174,0.00194,595.865,29.223
zamba2_1.2b,verified,attn,256,4096,40,ok,30,28.70426,0.26567,599.171,29.386
zamba2_1.2b,verified,attn,512,4096,40,ok,30,57.35629,0.01615,599.716,29.412
zamba2_1.2b,verified,ssm,1,4096,40,ok,30,0.49562,0.0087,0.035,0.002
zamba2_1.2b,verified,ssm,2,4096,40,ok,30,0.50227,0.00638,0.069,0.003
zamba2_1.2b,verified,ssm,4,4096,40,ok,30,0.52634,0.00599,0.13,0.006
zamba2_1.2b,verified,ssm,8,4096,40,ok,30,0.58214,0.00818,0.235,0.012
zamba2_1.2b,verified,ssm,16,4096,40,ok,30,0.69939,0.00651,0.39,0.019
zamba2_1.2b,verified,ssm,32,4096,40,ok,30,0.90931,0.00502,0.6,0.029
zamba2_1.2b,verified,ssm,64,4096,40,ok,30,1.48173,0.00321,0.736,0.036
zamba2_1.2b,verified,ssm,128,4096,40,ok,30,2.76275,0.00364,0.789,0.039
zamba2_1.2b,verified,ssm,256,4096,40,ok,30,5.37702,0.02203,0.811,0.04
zamba2_1.2b,verified,ssm,512,4096,40,ok,30,10.59533,0.00464,0.823,0.04
zamba2_1.2b,verified,attn,1,4096,54,ok,30,0.09011,0.00225,745.545,36.564
zamba2_1.2b,verified,attn,2,4096,54,ok,30,0.13107,0.00108,1025.125,50.276
zamba2_1.2b,verified,attn,4,4096,54,ok,30,0.22733,0.00131,1182.126,57.976
zamba2_1.2b,verified,attn,8,4096,54,ok,30,0.75571,0.00159,711.198,34.88
zamba2_1.2b,verified,attn,16,4096,54,ok,30,1.44282,0.00119,745.016,36.538
zamba2_1.2b,verified,attn,32,4096,54,ok,30,2.7095,0.00139,793.445,38.913
zamba2_1.2b,verified,attn,64,4096,54,ok,30,5.37754,0.0016,799.564,39.214
zamba2_1.2b,verified,attn,128,4096,54,ok,30,10.70387,0.00304,803.389,39.401
zamba2_1.2b,verified,attn,256,4096,54,ok,30,21.2736,0.00279,808.455,39.65
zamba2_1.2b,verified,attn,512,4096,54,ok,30,42.47552,0.01842,809.819,39.716
zamba2_1.2b,verified,ssm,1,4096,54,ok,30,0.49715,0.00753,0.035,0.002
zamba2_1.2b,verified,ssm,2,4096,54,ok,30,0.50176,0.00686,0.069,0.003
zamba2_1.2b,verified,ssm,4,4096,54,ok,30,0.50995,0.0064,0.134,0.007
zamba2_1.2b,verified,ssm,8,4096,54,ok,30,0.54989,0.00516,0.248,0.012
zamba2_1.2b,verified,ssm,16,4096,54,ok,30,0.63334,0.00655,0.431,0.021
zamba2_1.2b,verified,ssm,32,4096,54,ok,30,0.79258,0.00505,0.688,0.034
zamba2_1.2b,verified,ssm,64,4096,54,ok,30,1.29638,0.05989,0.841,0.041
zamba2_1.2b,verified,ssm,128,4096,54,ok,30,2.39565,0.00381,0.91,0.045
zamba2_1.2b,verified,ssm,256,4096,54,ok,30,4.60902,0.00452,0.946,0.046
zamba2_1.2b,verified,ssm,512,4096,54,ok,30,9.0839,0.00566,0.96,0.047
zamba2_1.2b,verified,attn,1,4096,68,ok,30,0.08704,0.0022,771.859,37.855
