"# value_kind: measured=solo_prefill_ms,solo_decode_ms,prefill_stream_ms,decode_stream_ms,concurrent_ms; derived=overlap_ratio,speedup_vs_seq,decode_inflation_pct,combined_tok_per_ms; metadata=model,device,config_status,prefill_layer,decode_layer,decode_batch,context_len,prefill_tokens,chunk,backend,prefill_sm_frac,prefill_sm,decode_sm,status"
model__metadata,device__metadata,config_status__metadata,prefill_layer__metadata,decode_layer__metadata,decode_batch__metadata,context_len__metadata,prefill_tokens__metadata,chunk__metadata,backend__metadata,prefill_sm_frac__metadata,prefill_sm__metadata,decode_sm__metadata,status__metadata,solo_prefill_ms__measured,solo_decode_ms__measured,prefill_stream_ms__measured,decode_stream_ms__measured,concurrent_ms__measured,overlap_ratio__derived,speedup_vs_seq__derived,decode_inflation_pct__derived,combined_tok_per_ms__derived
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,1024,256,256,sequential,,108,108,ok,0.5171,3.1821,0.5171,3.1821,3.6992,1.0,1.0,0.0,138.4083
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,1024,256,256,two_stream,,108,108,ok,0.5171,3.1821,0.5258,3.1852,3.1852,0.861,1.1614,0.0965,160.7459
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,1024,256,256,green_ctx,0.5,54,54,ok,0.5171,3.1821,0.534,4.3034,4.3034,1.1633,0.8596,35.2373,118.9768
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,1024,256,256,green_ctx,0.7,76,32,ok,0.5171,3.1821,0.5315,6.0191,6.0191,1.6271,0.6146,89.1553,85.0629
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,2048,256,256,sequential,,108,108,ok,0.5135,0.5135,0.5135,0.5135,1.0271,1.0,1.0,0.0,257.0414
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,2048,256,256,two_stream,,108,108,ok,0.5135,0.5135,0.5033,0.5018,0.5074,0.494,2.0242,-2.2931,520.3078
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,2048,256,256,green_ctx,0.5,54,54,ok,0.5135,0.5135,0.5125,0.5258,0.5274,0.5135,1.9476,2.3928,500.6068
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,2048,256,256,green_ctx,0.7,76,32,ok,0.5135,0.5135,0.51,0.553,0.553,0.5384,1.8574,7.677,477.4306
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,2048,256,256,sequential,,108,108,ok,0.5151,0.5847,0.5151,0.5847,1.0998,1.0,1.0,0.0,261.8715
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,2048,256,256,two_stream,,108,108,ok,0.5151,0.5847,0.5048,0.5816,0.5816,0.5289,1.8908,-0.5254,495.1584
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,2048,256,256,green_ctx,0.5,54,54,ok,0.5151,0.5847,0.5146,0.705,0.705,0.6411,1.5599,20.5779,408.4967
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,2048,256,256,green_ctx,0.7,76,32,ok,0.5151,0.5847,0.5212,0.9165,0.9165,0.8333,1.2,56.7426,314.2458
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,2048,256,256,sequential,,108,108,ok,0.5151,0.938,0.5151,0.938,1.4531,1.0,1.0,0.0,220.2255
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,2048,256,256,two_stream,,108,108,ok,0.5151,0.938,0.5151,0.9354,0.9354,0.6438,1.5534,-0.2729,342.0909
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,2048,256,256,green_ctx,0.5,54,54,ok,0.5151,0.938,0.5263,1.2155,1.2155,0.8365,1.1955,29.5851,263.2688
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,2048,256,256,green_ctx,0.7,76,32,ok,0.5151,0.938,0.5289,1.6358,1.6358,1.1258,0.8883,74.3996,195.6182
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,2048,256,256,sequential,,108,108,ok,0.5171,1.6788,0.5171,1.6788,2.196,1.0,1.0,0.0,174.8659
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,2048,256,256,two_stream,,108,108,ok,0.5171,1.6788,0.5238,1.6748,1.6748,0.7626,1.3112,-0.244,229.2877
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,2048,256,256,green_ctx,0.5,54,54,ok,0.5171,1.6788,0.535,2.2559,2.2559,1.0273,0.9734,34.3702,170.2224
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,2048,256,256,green_ctx,0.7,76,32,ok,0.5171,1.6788,0.5345,3.1089,3.1089,1.4157,0.7064,85.1784,123.5178
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,2048,256,256,sequential,,108,108,ok,0.5176,3.1795,0.5176,3.1795,3.6972,1.0,1.0,0.0,138.485
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,2048,256,256,two_stream,,108,108,ok,0.5176,3.1795,0.5233,3.1785,3.1785,0.8597,1.1632,-0.0322,161.0825
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,2048,256,256,green_ctx,0.5,54,54,ok,0.5176,3.1795,0.5315,4.3064,4.3064,1.1648,0.8585,35.4428,118.8919
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,2048,256,256,green_ctx,0.7,76,32,ok,0.5176,3.1795,0.534,6.0283,6.0283,1.6305,0.6133,89.5974,84.9329
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,4096,256,256,sequential,,108,108,ok,0.5166,0.5192,0.5166,0.5192,1.0358,1.0,1.0,0.0,254.8814
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,4096,256,256,two_stream,,108,108,ok,0.5166,0.5192,0.5033,0.5002,0.5079,0.4904,2.0393,-3.6489,519.7833
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,4096,256,256,green_ctx,0.5,54,54,ok,0.5166,0.5192,0.5105,0.5248,0.5248,0.5067,1.9737,1.0848,503.0488
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,4096,256,256,green_ctx,0.7,76,32,ok,0.5166,0.5192,0.5125,0.555,0.555,0.5358,1.8662,6.9033,475.6688
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,4096,256,256,sequential,,108,108,ok,0.5105,0.5847,0.5105,0.5847,1.0952,1.0,1.0,0.0,262.9734
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,4096,256,256,two_stream,,108,108,ok,0.5105,0.5847,0.5064,0.5821,0.5821,0.5316,1.8813,-0.4378,494.7229
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,4096,256,256,green_ctx,0.5,54,54,ok,0.5105,0.5847,0.5146,0.7035,0.7035,0.6424,1.5568,20.3152,409.3887
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,4096,256,256,green_ctx,0.7,76,32,ok,0.5105,0.5847,0.5181,0.9139,0.9139,0.8345,1.1983,56.3047,315.1261
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,4096,256,256,sequential,,108,108,ok,0.5125,0.938,0.5125,0.938,1.4505,1.0,1.0,0.0,220.6142
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,4096,256,256,two_stream,,108,108,ok,0.5125,0.938,0.514,0.9349,0.9349,0.6445,1.5515,-0.3275,342.2782
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,4096,256,256,green_ctx,0.5,54,54,ok,0.5125,0.938,0.5279,1.216,1.216,0.8383,1.1928,29.6397,263.1579
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,4096,256,256,green_ctx,0.7,76,32,ok,0.5125,0.938,0.5294,1.6379,1.6379,1.1292,0.8856,74.6179,195.3736
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,4096,256,256,sequential,,108,108,ok,0.5181,1.6804,0.5181,1.6804,2.1985,1.0,1.0,0.0,174.6623
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,4096,256,256,two_stream,,108,108,ok,0.5181,1.6804,0.5212,1.6763,1.6763,0.7625,1.3115,-0.2438,229.0776
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,4096,256,256,green_ctx,0.5,54,54,ok,0.5181,1.6804,0.5294,2.2508,2.2508,1.0238,0.9768,33.9427,170.6096
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,4096,256,256,green_ctx,0.7,76,32,ok,0.5181,1.6804,0.5304,3.1089,3.1089,1.4141,0.7072,85.0091,123.5178
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,4096,256,256,sequential,,108,108,ok,0.5125,3.1703,0.5125,3.1703,3.6828,1.0,1.0,0.0,139.024
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,4096,256,256,two_stream,,108,108,ok,0.5125,3.1703,0.5222,3.2333,3.2333,0.8779,1.139,1.9864,158.3531
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,4096,256,256,green_ctx,0.5,54,54,ok,0.5125,3.1703,0.5263,4.3018,4.3018,1.1681,0.8561,35.6912,119.0193
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,4096,256,256,green_ctx,0.7,76,32,ok,0.5125,3.1703,0.5268,5.9853,5.9853,1.6252,0.6153,88.792,85.5432
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,8192,256,256,sequential,,108,108,ok,0.511,0.51,0.511,0.51,1.0209,1.0,1.0,0.0,258.5883
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,8192,256,256,two_stream,,108,108,ok,0.511,0.51,0.5028,0.4987,0.5053,0.495,2.0203,-2.2088,522.4164
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,8192,256,256,green_ctx,0.5,54,54,ok,0.511,0.51,0.512,0.5233,0.5233,0.5125,1.9511,2.6104,504.5254
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,8192,256,256,green_ctx,0.7,76,32,ok,0.511,0.51,0.511,0.5484,0.5484,0.5371,1.8618,7.5301,481.4426
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,8192,256,256,sequential,,108,108,ok,0.5115,0.5919,0.5115,0.5919,1.1034,1.0,1.0,0.0,261.0209
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,8192,256,256,two_stream,,108,108,ok,0.5115,0.5919,0.5028,0.5847,0.5847,0.5299,1.887,-1.2111,492.5569
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,8192,256,256,green_ctx,0.5,54,54,ok,0.5115,0.5919,0.5135,0.7014,0.7014,0.6357,1.573,18.5121,410.584
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,8192,256,256,green_ctx,0.7,76,32,ok,0.5115,0.5919,0.5166,0.919,0.919,0.8329,1.2006,55.2768,313.3705
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,8192,256,256,sequential,,108,108,ok,0.5125,0.959,0.5125,0.959,1.4715,1.0,1.0,0.0,217.4669
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,8192,256,256,two_stream,,108,108,ok,0.5125,0.959,0.51,0.9503,0.9503,0.6458,1.5485,-0.9076,336.7457
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,8192,256,256,green_ctx,0.5,54,54,ok,0.5125,0.959,0.5222,1.2268,1.2268,0.8337,1.1995,27.9231,260.8514
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,8192,256,256,green_ctx,0.7,76,32,ok,0.5125,0.959,0.5268,1.6435,1.6435,1.1169,0.8953,71.3828,194.7041
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,8192,256,256,sequential,,108,108,ok,0.514,1.7157,0.514,1.7157,2.2298,1.0,1.0,0.0,172.2158
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,8192,256,256,two_stream,,108,108,ok,0.514,1.7157,0.5207,1.707,1.707,0.7656,1.3062,-0.5073,224.955
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,8192,256,256,green_ctx,0.5,54,54,ok,0.514,1.7157,0.5304,2.2789,2.2789,1.022,0.9784,32.826,168.5015
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,8192,256,256,green_ctx,0.7,76,32,ok,0.514,1.7157,0.5263,3.1304,3.1304,1.4039,0.7123,82.453,122.6693
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,8192,256,256,sequential,,108,108,ok,0.5125,3.2532,0.5125,3.2532,3.7658,1.0,1.0,0.0,135.9619
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,8192,256,256,two_stream,,108,108,ok,0.5125,3.2532,0.5207,3.2435,3.2435,0.8613,1.161,-0.299,157.8532
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,8192,256,256,green_ctx,0.5,54,54,ok,0.5125,3.2532,0.5315,4.3551,4.3551,1.1565,0.8647,33.8684,117.5641
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,8192,256,256,green_ctx,0.7,76,32,ok,0.5125,3.2532,0.533,6.0718,6.0718,1.6124,0.6202,86.6383,84.3241
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,16384,256,256,sequential,,108,108,ok,0.5202,0.514,0.5202,0.514,1.0342,1.0,1.0,0.0,255.2599
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,16384,256,256,two_stream,,108,108,ok,0.5202,0.514,0.5079,0.5038,0.5115,0.4946,2.022,-1.992,516.1411
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,16384,256,256,green_ctx,0.5,54,54,ok,0.5202,0.514,0.5125,0.5233,0.5233,0.5059,1.9765,1.7928,504.5254
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,8,16384,256,256,green_ctx,0.7,76,32,ok,0.5202,0.514,0.5115,0.5504,0.5504,0.5322,1.8791,7.0717,479.6511
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,16384,256,256,sequential,,108,108,ok,0.5135,0.5883,0.5135,0.5883,1.1018,1.0,1.0,0.0,261.3848
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,16384,256,256,two_stream,,108,108,ok,0.5135,0.5883,0.5043,0.5852,0.5852,0.5311,1.8828,-0.5222,492.126
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,16384,256,256,green_ctx,0.5,54,54,ok,0.5135,0.5883,0.513,0.703,0.703,0.638,1.5674,19.4952,409.6868
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,32,16384,256,256,green_ctx,0.7,76,32,ok,0.5135,0.5883,0.5166,0.9119,0.9119,0.8276,1.2083,55.0043,315.8338
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,16384,256,256,sequential,,108,108,ok,0.5166,0.9411,0.5166,0.9411,1.4577,1.0,1.0,0.0,219.5293
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,16384,256,256,two_stream,,108,108,ok,0.5166,0.9411,0.5089,0.9349,0.9349,0.6414,1.5591,-0.6529,342.2782
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,16384,256,256,green_ctx,0.5,54,54,ok,0.5166,0.9411,0.5248,1.2145,1.2145,0.8332,1.2003,29.0533,263.4907
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,64,16384,256,256,green_ctx,0.7,76,32,ok,0.5166,0.9411,0.5284,1.6343,1.6343,1.1212,0.8919,73.667,195.802
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,16384,256,256,sequential,,108,108,ok,0.5151,1.6814,0.5151,1.6814,2.1965,1.0,1.0,0.0,174.8252
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,16384,256,256,two_stream,,108,108,ok,0.5151,1.6814,0.5207,1.6773,1.6773,0.7636,1.3095,-0.2436,228.9377
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,16384,256,256,green_ctx,0.5,54,54,ok,0.5151,1.6814,0.534,2.2559,2.2559,1.027,0.9737,34.1656,170.2224
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,128,16384,256,256,green_ctx,0.7,76,32,ok,0.5151,1.6814,0.5299,3.1078,3.1078,1.4149,0.7068,84.8356,123.5585
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,16384,256,256,sequential,,108,108,ok,0.514,3.1841,0.514,3.1841,3.6982,1.0,1.0,0.0,138.4466
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,16384,256,256,two_stream,,108,108,ok,0.514,3.1841,0.5222,3.1811,3.1811,0.8602,1.1626,-0.0965,160.9528
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,16384,256,256,green_ctx,0.5,54,54,ok,0.514,3.1841,0.5289,4.3059,4.3059,1.1643,0.8589,35.2308,118.9061
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,ssm,256,16384,256,256,green_ctx,0.7,76,32,ok,0.514,3.1841,0.532,6.0201,6.0201,1.6279,0.6143,89.0658,85.0485
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,1024,256,256,sequential,,108,108,ok,0.044,0.0614,0.044,0.0614,0.1055,1.0,1.0,0.0,2503.034
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,1024,256,256,two_stream,,108,108,ok,0.044,0.0614,0.0394,0.0614,0.0614,0.5825,1.7167,0.0,4296.8751
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,1024,256,256,green_ctx,0.5,54,54,ok,0.044,0.0614,0.0471,0.0748,0.0748,0.7087,1.411,21.6667,3531.6779
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,1024,256,256,green_ctx,0.7,76,32,ok,0.044,0.0614,0.0461,0.1004,0.1004,0.9515,1.051,63.3333,2630.7399
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,1024,256,256,sequential,,108,108,ok,0.0435,0.1526,0.0435,0.1526,0.1961,1.0,1.0,0.0,1468.6684
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,1024,256,256,two_stream,,108,108,ok,0.0435,0.1526,0.0389,0.1526,0.1526,0.7781,1.2852,0.0,1887.5839
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,1024,256,256,green_ctx,0.5,54,54,ok,0.0435,0.1526,0.0471,0.2545,0.2545,1.2977,0.7706,66.7785,1131.7907
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,1024,256,256,green_ctx,0.7,76,32,ok,0.0435,0.1526,0.0451,0.4055,0.4055,2.0679,0.4836,165.7718,710.2273
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,1024,256,256,sequential,,108,108,ok,0.043,0.2673,0.043,0.2673,0.3103,1.0,1.0,0.0,1031.3531
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,1024,256,256,two_stream,,108,108,ok,0.043,0.2673,0.0394,0.2662,0.2662,0.8581,1.1654,-0.3831,1201.9231
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,1024,256,256,green_ctx,0.5,54,54,ok,0.043,0.2673,0.0476,0.4803,0.4803,1.5479,0.6461,79.6935,666.3113
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,1024,256,256,green_ctx,0.7,76,32,ok,0.043,0.2673,0.0461,0.7823,0.7823,2.5215,0.3966,192.7203,409.0314
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,1024,256,256,sequential,,108,108,ok,0.043,0.4946,0.043,0.4946,0.5376,1.0,1.0,0.0,714.2857
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,1024,256,256,two_stream,,108,108,ok,0.043,0.4946,0.0399,0.4936,0.4936,0.9181,1.0892,-0.207,778.0083
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,1024,256,256,green_ctx,0.5,54,54,ok,0.043,0.4946,0.0492,0.9329,0.9329,1.7352,0.5763,88.6128,411.6356
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,1024,256,256,green_ctx,0.7,76,32,ok,0.043,0.4946,0.0461,1.538,1.538,2.861,0.3495,210.9731,249.6671
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,1024,256,256,sequential,,108,108,ok,0.042,0.9513,0.042,0.9513,0.9933,1.0,1.0,0.0,515.4639
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,1024,256,256,two_stream,,108,108,ok,0.042,0.9513,0.0415,0.9462,0.9462,0.9526,1.0498,-0.5382,541.1255
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,1024,256,256,green_ctx,0.5,54,54,ok,0.042,0.9513,0.0492,1.8365,1.8365,1.849,0.5408,93.0571,278.7845
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,1024,256,256,green_ctx,0.7,76,32,ok,0.042,0.9513,0.0466,3.0474,3.0474,3.068,0.3259,220.3445,168.0107
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,2048,256,256,sequential,,108,108,ok,0.0435,0.085,0.0435,0.085,0.1285,1.0,1.0,0.0,2054.2829
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,2048,256,256,two_stream,,108,108,ok,0.0435,0.085,0.0399,0.0855,0.0855,0.6653,1.503,0.6024,3087.5749
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,2048,256,256,green_ctx,0.5,54,54,ok,0.0435,0.085,0.0476,0.1055,0.1055,0.8207,1.2184,24.0964,2503.034
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,2048,256,256,green_ctx,0.7,76,32,ok,0.0435,0.085,0.0451,0.1454,0.1454,1.1315,0.8838,71.0843,1815.5809
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,2048,256,256,sequential,,108,108,ok,0.043,0.2611,0.043,0.2611,0.3041,1.0,1.0,0.0,946.9697
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,2048,256,256,two_stream,,108,108,ok,0.043,0.2611,0.0389,0.2611,0.2611,0.8586,1.1647,0.0,1102.9412
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,2048,256,256,green_ctx,0.5,54,54,ok,0.043,0.2611,0.0476,0.4618,0.4618,1.5185,0.6585,76.8628,623.6142
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,2048,256,256,green_ctx,0.7,76,32,ok,0.043,0.2611,0.0451,0.7506,0.7506,2.468,0.4052,187.451,383.6971
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,2048,256,256,sequential,,108,108,ok,0.042,0.47,0.042,0.47,0.512,1.0,1.0,0.0,625.0
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,2048,256,256,two_stream,,108,108,ok,0.042,0.47,0.0394,0.4731,0.4731,0.924,1.0823,0.6536,676.4069
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,2048,256,256,green_ctx,0.5,54,54,ok,0.042,0.47,0.0492,0.894,0.894,1.746,0.5727,90.1961,357.961
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,2048,256,256,green_ctx,0.7,76,32,ok,0.042,0.47,0.0461,1.4684,1.4684,2.868,0.3487,212.4183,217.9219
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,2048,256,256,sequential,,108,108,ok,0.043,0.9062,0.043,0.9062,0.9492,1.0,1.0,0.0,404.5308
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,2048,256,256,two_stream,,108,108,ok,0.043,0.9062,0.041,0.9288,0.9288,0.9784,1.0221,2.4859,413.4509
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,2048,256,256,green_ctx,0.5,54,54,ok,0.043,0.9062,0.0502,1.8089,1.8089,1.9056,0.5248,99.6045,212.2842
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,2048,256,256,green_ctx,0.7,76,32,ok,0.043,0.9062,0.0461,2.9358,2.9358,3.0928,0.3233,223.9548,130.7987
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,2048,256,256,sequential,,108,108,ok,0.042,1.8012,0.042,1.8012,1.8432,1.0,1.0,0.0,277.7778
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,2048,256,256,two_stream,,108,108,ok,0.042,1.8012,0.042,1.9676,1.9676,1.0675,0.9368,9.2382,260.2134
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,2048,256,256,green_ctx,0.5,54,54,ok,0.042,1.8012,0.0502,3.5523,3.5523,1.9272,0.5189,97.2143,144.1338
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,256,2048,256,256,green_ctx,0.7,76,32,ok,0.042,1.8012,0.0471,5.8117,5.8117,3.1531,0.3172,222.6549,88.098
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,4096,256,256,sequential,,108,108,ok,0.042,0.1331,0.042,0.1331,0.1751,1.0,1.0,0.0,1507.6754
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,4096,256,256,two_stream,,108,108,ok,0.042,0.1331,0.0389,0.1321,0.1321,0.7544,1.3256,-0.7692,1998.5466
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,4096,256,256,green_ctx,0.5,54,54,ok,0.042,0.1331,0.0471,0.1577,0.1577,0.9006,1.1104,18.4615,1674.1072
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,8,4096,256,256,green_ctx,0.7,76,32,ok,0.042,0.1331,0.0451,0.2324,0.2324,1.3275,0.7533,74.6154,1135.7379
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,4096,256,256,sequential,,108,108,ok,0.042,0.4844,0.042,0.4844,0.5263,1.0,1.0,0.0,547.179
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,4096,256,256,two_stream,,108,108,ok,0.042,0.4844,0.0399,0.4844,0.4844,0.9202,1.0867,0.0,594.6089
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,4096,256,256,green_ctx,0.5,54,54,ok,0.042,0.4844,0.0492,0.8786,0.8786,1.6693,0.5991,81.3954,327.7972
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,32,4096,256,256,green_ctx,0.7,76,32,ok,0.042,0.4844,0.0451,1.4408,1.4408,2.7374,0.3653,197.463,199.8934
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,4096,256,256,sequential,,108,108,ok,0.042,0.8868,0.042,0.8868,0.9288,1.0,1.0,0.0,344.5424
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,4096,256,256,two_stream,,108,108,ok,0.042,0.8868,0.041,0.9405,0.9405,1.0127,0.9875,6.0624,340.2286
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,4096,256,256,green_ctx,0.5,54,54,ok,0.042,0.8868,0.0502,1.7951,1.7951,1.9327,0.5174,102.4249,178.2658
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,64,4096,256,256,green_ctx,0.7,76,32,ok,0.042,0.8868,0.0492,2.8908,2.8908,3.1125,0.3213,225.9815,110.6978
falcon_h1_3b,a100_sxm4_80gb,verified,attn,attn,128,4096,256,256,sequential,,108,108,ok,0.043,1.8442,0.043,1.8442,1.8872,1.0,1.0,0.0,203.4726
