"# value_kind: measured=solo_prefill_ms,solo_decode_ms,prefill_stream_ms,decode_stream_ms,concurrent_ms; derived=overlap_ratio,speedup_vs_seq,decode_inflation_pct,combined_tok_per_ms; metadata=model,device,config_status,prefill_layer,decode_layer,decode_batch,context_len,prefill_tokens,chunk,backend,prefill_sm_frac,prefill_sm,decode_sm,status"
model__metadata,device__metadata,config_status__metadata,prefill_layer__metadata,decode_layer__metadata,decode_batch__metadata,context_len__metadata,prefill_tokens__metadata,chunk__metadata,backend__metadata,prefill_sm_frac__metadata,prefill_sm__metadata,decode_sm__metadata,status__metadata,solo_prefill_ms__measured,solo_decode_ms__measured,prefill_stream_ms__measured,decode_stream_ms__measured,concurrent_ms__measured,overlap_ratio__derived,speedup_vs_seq__derived,decode_inflation_pct__derived,combined_tok_per_ms__derived
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,128,4096,256,256,sequential,,108,108,ok,0.5192,6.1133,0.5192,6.1133,6.6324,1.0,1.0,0.0,57.8972
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,128,4096,256,256,two_stream,,108,108,ok,0.5192,6.1133,0.5509,5.8573,5.8573,0.8831,1.1323,-4.1876,65.5594
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,128,4096,256,256,green_ctx,0.5,54,54,ok,0.5192,6.1133,0.5627,10.6808,10.6808,1.6104,0.621,74.7152,35.9523
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,128,4096,256,256,green_ctx,0.7,76,32,ok,0.5192,6.1133,0.5786,18.0756,18.0756,2.7253,0.3669,195.6784,21.2441
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,256,4096,256,256,sequential,,108,108,ok,0.5299,12.1247,0.5299,12.1247,12.6546,1.0,1.0,0.0,40.4596
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,256,4096,256,256,two_stream,,108,108,ok,0.5299,12.1247,0.5693,11.9506,11.9506,0.9444,1.0589,-1.4357,42.8431
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,256,4096,256,256,green_ctx,0.5,54,54,ok,0.5299,12.1247,0.6001,21.2864,21.2864,1.6821,0.5945,75.5627,24.0529
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,256,4096,256,256,green_ctx,0.7,76,32,ok,0.5299,12.1247,0.6554,36.0059,36.0059,2.8453,0.3515,196.9638,14.2199
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,512,4096,256,256,sequential,,108,108,ok,0.5263,24.1772,0.5263,24.1772,24.7035,1.0,1.0,0.0,31.0887
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,512,4096,256,256,two_stream,,108,108,ok,0.5263,24.1772,0.5965,24.169,24.169,0.9784,1.0221,-0.0339,31.7763
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,512,4096,256,256,green_ctx,0.5,54,54,ok,0.5263,24.1772,0.6702,42.4745,42.4745,1.7194,0.5816,75.6803,18.0814
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,attn,512,4096,256,256,green_ctx,0.7,76,32,ok,0.5263,24.1772,0.7265,71.8218,71.8218,2.9074,0.344,197.0649,10.6931
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,1,4096,256,256,sequential,,108,108,ok,0.5202,0.5238,0.5202,0.5238,1.044,1.0,1.0,0.0,246.1761
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,1,4096,256,256,two_stream,,108,108,ok,0.5202,0.5238,0.5146,0.5105,0.5202,0.4983,2.0069,-2.5415,494.0483
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,1,4096,256,256,green_ctx,0.5,54,54,ok,0.5202,0.5238,0.5284,0.5192,0.5335,0.511,1.9568,-0.8798,481.7208
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,1,4096,256,256,green_ctx,0.7,76,32,ok,0.5202,0.5238,0.5248,0.5181,0.5258,0.5037,1.9854,-1.0753,488.7567
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,2,4096,256,256,sequential,,108,108,ok,0.5228,0.5258,0.5228,0.5258,1.0486,1.0,1.0,0.0,246.048
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,2,4096,256,256,two_stream,,108,108,ok,0.5228,0.5258,0.514,0.51,0.514,0.4902,2.0398,-3.0185,501.8987
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,2,4096,256,256,green_ctx,0.5,54,54,ok,0.5228,0.5258,0.5181,0.514,0.5197,0.4956,2.0177,-2.2395,496.4593
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,2,4096,256,256,green_ctx,0.7,76,32,ok,0.5228,0.5258,0.5176,0.5253,0.5268,0.5024,1.9903,-0.0974,489.7048
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,4,4096,256,256,sequential,,108,108,ok,0.5228,0.5192,0.5228,0.5192,1.0419,1.0,1.0,0.0,249.5393
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,4,4096,256,256,two_stream,,108,108,ok,0.5228,0.5192,0.5135,0.513,0.5171,0.4963,2.0149,-1.1834,502.7846
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,4,4096,256,256,green_ctx,0.5,54,54,ok,0.5228,0.5192,0.5202,0.5412,0.5432,0.5214,1.918,4.2406,478.6168
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,4,4096,256,256,green_ctx,0.7,76,32,ok,0.5228,0.5192,0.5248,0.5842,0.5842,0.5607,1.7835,12.5246,445.0592
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,8,4096,256,256,sequential,,108,108,ok,0.5187,0.5407,0.5187,0.5407,1.0593,1.0,1.0,0.0,249.2146
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,8,4096,256,256,two_stream,,108,108,ok,0.5187,0.5407,0.513,0.5391,0.5412,0.5109,1.9574,-0.2841,487.8193
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,8,4096,256,256,green_ctx,0.5,54,54,ok,0.5187,0.5407,0.5258,0.6031,0.6031,0.5694,1.7564,11.553,437.7122
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,8,4096,256,256,green_ctx,0.7,76,32,ok,0.5187,0.5407,0.5263,0.6769,0.6774,0.6394,1.5639,25.1894,389.7392
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,16,4096,256,256,sequential,,108,108,ok,0.5228,0.6113,0.5228,0.6113,1.1341,1.0,1.0,0.0,239.842
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,16,4096,256,256,two_stream,,108,108,ok,0.5228,0.6113,0.5192,0.6042,0.6042,0.5327,1.8771,-1.1725,450.2119
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,16,4096,256,256,green_ctx,0.5,54,54,ok,0.5228,0.6113,0.5294,0.7188,0.7188,0.6339,1.5776,17.5879,378.3832
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,16,4096,256,256,green_ctx,0.7,76,32,ok,0.5228,0.6113,0.5284,0.8678,0.8678,0.7652,1.3068,41.9598,313.4218
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,32,4096,256,256,sequential,,108,108,ok,0.5228,0.7265,0.5228,0.7265,1.2493,1.0,1.0,0.0,230.5328
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,32,4096,256,256,two_stream,,108,108,ok,0.5228,0.7265,0.5222,0.7178,0.7188,0.5754,1.7379,-1.198,400.641
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,32,4096,256,256,green_ctx,0.5,54,54,ok,0.5228,0.7265,0.534,0.9416,0.9416,0.7537,1.3268,29.5983,305.8728
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,32,4096,256,256,green_ctx,0.7,76,32,ok,0.5228,0.7265,0.5335,1.3107,1.3107,1.0492,0.9531,80.4087,219.7266
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,64,4096,256,256,sequential,,108,108,ok,0.5202,0.9882,0.5202,0.9882,1.5084,1.0,1.0,0.0,212.1521
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,64,4096,256,256,two_stream,,108,108,ok,0.5202,0.9882,0.5263,0.983,0.983,0.6517,1.5344,-0.5181,325.5208
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,64,4096,256,256,green_ctx,0.5,54,54,ok,0.5202,0.9882,0.5386,1.5631,1.5631,1.0363,0.965,58.1865,204.7167
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,64,4096,256,256,green_ctx,0.7,76,32,ok,0.5202,0.9882,0.5376,2.4125,2.4125,1.5995,0.6252,144.1451,132.6401
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,128,4096,256,256,sequential,,108,108,ok,0.5217,1.7715,0.5217,1.7715,2.2932,1.0,1.0,0.0,167.4481
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,128,4096,256,256,two_stream,,108,108,ok,0.5217,1.7715,0.5325,1.7695,1.7695,0.7716,1.296,-0.1156,217.0139
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,128,4096,256,256,green_ctx,0.5,54,54,ok,0.5217,1.7715,0.5417,2.9199,2.9199,1.2733,0.7854,64.8266,131.5097
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,128,4096,256,256,green_ctx,0.7,76,32,ok,0.5217,1.7715,0.5417,4.6085,4.6085,2.0096,0.4976,160.1445,83.3241
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,256,4096,256,256,sequential,,108,108,ok,0.5197,3.3531,0.5197,3.3531,3.8728,1.0,1.0,0.0,132.2052
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,256,4096,256,256,two_stream,,108,108,ok,0.5197,3.3531,0.5366,3.3521,3.3521,0.8655,1.1553,-0.0305,152.7417
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,256,4096,256,256,green_ctx,0.5,54,54,ok,0.5197,3.3531,0.5437,5.6131,5.6131,1.4494,0.69,67.3996,91.2159
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,256,4096,256,256,green_ctx,0.7,76,32,ok,0.5197,3.3531,0.5458,8.9928,8.9928,2.3221,0.4307,168.1936,56.9346
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,512,4096,256,256,sequential,,108,108,ok,0.5274,6.466,0.5274,6.466,6.9934,1.0,1.0,0.0,109.8177
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,512,4096,256,256,two_stream,,108,108,ok,0.5274,6.466,0.5361,6.4814,6.4814,0.9268,1.079,0.2375,118.4928
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,512,4096,256,256,green_ctx,0.5,54,54,ok,0.5274,6.466,0.5402,11.0976,11.0976,1.5869,0.6302,71.6288,69.2042
zamba2_1.2b,a100_sxm4_80gb,verified,ssm,ssm,512,4096,256,256,green_ctx,0.7,76,32,ok,0.5274,6.466,0.5519,17.8949,17.8949,2.5588,0.3908,176.7519,42.9172
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,1,4096,256,256,sequential,,108,108,ok,0.0384,0.0778,0.0384,0.0778,0.1162,1.0,1.0,0.0,2211.2473
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,1,4096,256,256,two_stream,,108,108,ok,0.0384,0.0778,0.041,0.0788,0.0788,0.6784,1.474,1.3158,3259.436
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,1,4096,256,256,green_ctx,0.5,54,54,ok,0.0384,0.0778,0.0481,0.0927,0.0927,0.7974,1.2541,19.079,2773.2216
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,1,4096,256,256,green_ctx,0.7,76,32,ok,0.0384,0.0778,0.041,0.1188,0.1188,1.022,0.9784,52.6316,2163.591
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,2,4096,256,256,sequential,,108,108,ok,0.0399,0.1193,0.0399,0.1193,0.1592,1.0,1.0,0.0,1620.2773
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,2,4096,256,256,two_stream,,108,108,ok,0.0399,0.1193,0.0399,0.1178,0.1178,0.7395,1.3522,-1.2876,2190.8967
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,2,4096,256,256,green_ctx,0.5,54,54,ok,0.0399,0.1193,0.0476,0.1347,0.1347,0.8457,1.1825,12.8755,1915.9934
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,2,4096,256,256,green_ctx,0.7,76,32,ok,0.0399,0.1193,0.041,0.1797,0.1797,1.1286,0.886,50.6438,1435.6304
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,4,4096,256,256,sequential,,108,108,ok,0.041,0.2022,0.041,0.2022,0.2432,1.0,1.0,0.0,1069.079
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,4,4096,256,256,two_stream,,108,108,ok,0.041,0.2022,0.0399,0.2007,0.2007,0.8253,1.2117,-0.7595,1295.4401
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,4,4096,256,256,green_ctx,0.5,54,54,ok,0.041,0.2022,0.0481,0.2314,0.2314,0.9516,1.0509,14.4304,1123.479
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,4,4096,256,256,green_ctx,0.7,76,32,ok,0.041,0.2022,0.041,0.3267,0.3267,1.3432,0.7445,61.519,795.9443
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,8,4096,256,256,sequential,,108,108,ok,0.0399,0.4844,0.0399,0.4844,0.5243,1.0,1.0,0.0,503.54
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,8,4096,256,256,two_stream,,108,108,ok,0.0399,0.4844,0.0399,0.4833,0.4833,0.9219,1.0847,-0.2114,546.2129
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,8,4096,256,256,green_ctx,0.5,54,54,ok,0.0399,0.4844,0.0486,0.7567,0.7567,1.4434,0.6928,56.2368,348.8667
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,8,4096,256,256,green_ctx,0.7,76,32,ok,0.0399,0.4844,0.041,1.1679,1.1679,2.2275,0.4489,141.1205,226.0522
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,16,4096,256,256,sequential,,108,108,ok,0.0404,0.7665,0.0404,0.7665,0.8069,1.0,1.0,0.0,337.0876
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,16,4096,256,256,two_stream,,108,108,ok,0.0404,0.7665,0.042,0.766,0.766,0.9492,1.0535,-0.0668,355.1136
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,16,4096,256,256,green_ctx,0.5,54,54,ok,0.0404,0.7665,0.0492,1.4561,1.4561,1.8046,0.5541,89.98,186.7968
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,16,4096,256,256,green_ctx,0.7,76,32,ok,0.0404,0.7665,0.042,2.2968,2.2968,2.8464,0.3513,199.666,118.424
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,32,4096,256,256,sequential,,108,108,ok,0.0399,1.4817,0.0399,1.4817,1.5217,1.0,1.0,0.0,189.2665
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,32,4096,256,256,two_stream,,108,108,ok,0.0399,1.4817,0.042,1.5401,1.5401,1.0121,0.988,3.9392,187.0013
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,32,4096,256,256,green_ctx,0.5,54,54,ok,0.0399,1.4817,0.0502,2.8186,2.8186,1.8523,0.5399,90.2212,102.1798
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,32,4096,256,256,green_ctx,0.7,76,32,ok,0.0399,1.4817,0.042,4.5189,4.5189,2.9697,0.3367,204.9758,63.7322
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,64,4096,256,256,sequential,,108,108,ok,0.041,2.8042,0.041,2.8042,2.8452,1.0,1.0,0.0,112.4708
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,64,4096,256,256,two_stream,,108,108,ok,0.041,2.8042,0.044,3.0556,3.0556,1.074,0.9311,8.9648,104.7252
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,64,4096,256,256,green_ctx,0.5,54,54,ok,0.041,2.8042,0.0502,5.4098,5.4098,1.9014,0.5259,92.9158,59.152
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,64,4096,256,256,green_ctx,0.7,76,32,ok,0.041,2.8042,0.043,9.0496,9.0496,3.1807,0.3144,222.7132,35.3607
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,128,4096,256,256,sequential,,108,108,ok,0.042,6.1338,0.042,6.1338,6.1757,1.0,1.0,0.0,62.1787
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,128,4096,256,256,two_stream,,108,108,ok,0.042,6.1338,0.044,6.0559,6.0559,0.9806,1.0198,-1.2688,63.4089
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,128,4096,256,256,green_ctx,0.5,54,54,ok,0.042,6.1338,0.0502,10.6696,10.6696,1.7277,0.5788,73.9482,35.9902
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,128,4096,256,256,green_ctx,0.7,76,32,ok,0.042,6.1338,0.0445,17.9907,17.9907,2.9131,0.3433,193.3055,21.3444
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,256,4096,256,256,sequential,,108,108,ok,0.0456,12.1196,0.0456,12.1196,12.1651,1.0,1.0,0.0,42.0875
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,256,4096,256,256,two_stream,,108,108,ok,0.0456,12.1196,0.0451,12.1088,12.1088,0.9954,1.0047,-0.0887,42.2833
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,256,4096,256,256,green_ctx,0.5,54,54,ok,0.0456,12.1196,0.0512,21.269,21.269,1.7484,0.572,75.4932,24.0726
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,256,4096,256,256,green_ctx,0.7,76,32,ok,0.0456,12.1196,0.0532,35.9424,35.9424,2.9545,0.3385,196.5654,14.245
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,512,4096,256,256,sequential,,108,108,ok,0.0404,24.3231,0.0404,24.3231,24.3635,1.0,1.0,0.0,31.5225
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,512,4096,256,256,two_stream,,108,108,ok,0.0404,24.3231,0.0517,24.4449,24.4449,1.0033,0.9967,0.501,31.4176
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,512,4096,256,256,green_ctx,0.5,54,54,ok,0.0404,24.3231,0.0773,42.4417,42.4417,1.742,0.574,74.4916,18.0954
zamba2_1.2b,a100_sxm4_80gb,verified,attn,attn,512,4096,256,256,green_ctx,0.7,76,32,ok,0.0404,24.3231,0.0829,71.8638,71.8638,2.9496,0.339,195.4553,10.6869
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,1,4096,256,256,sequential,,108,108,ok,0.042,0.5181,0.042,0.5181,0.5601,1.0,1.0,0.0,458.8237
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,1,4096,256,256,two_stream,,108,108,ok,0.042,0.5181,0.0492,0.5258,0.5258,0.9388,1.0652,1.4822,488.7567
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,1,4096,256,256,green_ctx,0.5,54,54,ok,0.042,0.5181,0.0573,0.5268,0.5268,0.9406,1.0632,1.6798,487.8067
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,1,4096,256,256,green_ctx,0.7,76,32,ok,0.042,0.5181,0.0492,0.5304,0.5304,0.947,1.056,2.3715,484.5108
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,2,4096,256,256,sequential,,108,108,ok,0.0399,0.5233,0.0399,0.5233,0.5632,1.0,1.0,0.0,458.0966
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,2,4096,256,256,two_stream,,108,108,ok,0.0399,0.5233,0.0492,0.5217,0.5217,0.9264,1.0795,-0.2935,494.5106
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,2,4096,256,256,green_ctx,0.5,54,54,ok,0.0399,0.5233,0.0573,0.532,0.532,0.9445,1.0587,1.6634,484.9916
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,2,4096,256,256,green_ctx,0.7,76,32,ok,0.0399,0.5233,0.0502,0.5494,0.5494,0.9755,1.0252,4.9902,469.6237
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,4,4096,256,256,sequential,,108,108,ok,0.0399,0.5268,0.0399,0.5268,0.5668,1.0,1.0,0.0,458.7285
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,4,4096,256,256,two_stream,,108,108,ok,0.0399,0.5268,0.0502,0.5274,0.5274,0.9304,1.0748,0.0972,493.0218
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,4,4096,256,256,green_ctx,0.5,54,54,ok,0.0399,0.5268,0.0579,0.555,0.555,0.9792,1.0212,5.345,468.4617
zamba2_1.2b,a100_sxm4_80gb,verified,attn,ssm,4,4096,256,256,green_ctx,0.7,76,32,ok,0.0399,0.5268,0.0507,0.5888,0.5888,1.0388,0.9626,11.759,441.5761
