"# value_kind: measured=solo_prefill_ms,solo_decode_ms,prefill_stream_ms,decode_stream_ms,concurrent_ms; derived=overlap_ratio,speedup_vs_seq,decode_inflation_pct,combined_tok_per_ms; metadata=model,device,config_status,prefill_layer,decode_layer,decode_batch,context_len,prefill_tokens,chunk,backend,prefill_sm_frac,prefill_sm,decode_sm,status"
model__metadata,device__metadata,config_status__metadata,prefill_layer__metadata,decode_layer__metadata,decode_batch__metadata,context_len__metadata,prefill_tokens__metadata,chunk__metadata,backend__metadata,prefill_sm_frac__metadata,prefill_sm__metadata,decode_sm__metadata,status__metadata,solo_prefill_ms__measured,solo_decode_ms__measured,prefill_stream_ms__measured,decode_stream_ms__measured,concurrent_ms__measured,overlap_ratio__derived,speedup_vs_seq__derived,decode_inflation_pct__derived,combined_tok_per_ms__derived
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,8,2048,256,256,two_stream,,108,108,ok,0.512,0.0737,0.5115,0.0911,0.5115,0.8733,1.1451,23.6111,516.1411
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,8,2048,256,256,green_ctx,0.5,54,54,ok,0.512,0.0737,0.5197,0.1034,0.5197,0.8872,1.1271,40.2778,508.0049
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,8,2048,256,256,green_ctx,0.7,76,32,ok,0.512,0.0737,0.5207,0.127,0.5207,0.889,1.1249,72.2222,507.0059
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,32,2048,256,256,sequential,,108,108,ok,0.5079,0.2591,0.5079,0.2591,0.767,1.0,1.0,0.0,375.5007
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,32,2048,256,256,two_stream,,108,108,ok,0.5079,0.2591,0.5156,0.2734,0.5156,0.6722,1.4876,5.5336,558.5899
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,32,2048,256,256,green_ctx,0.5,54,54,ok,0.5079,0.2591,0.5151,0.4086,0.5151,0.6716,1.4891,57.7075,559.1451
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,32,2048,256,256,green_ctx,0.7,76,32,ok,0.5079,0.2591,0.5289,0.6175,0.6175,0.8051,1.2421,138.3399,466.4179
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,64,2048,256,256,sequential,,108,108,ok,0.5084,0.4004,0.5084,0.4004,0.9088,1.0,1.0,0.0,352.1127
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,64,2048,256,256,two_stream,,108,108,ok,0.5084,0.4004,0.5228,0.4147,0.5228,0.5752,1.7385,3.5806,612.145
falcon_h1_1.5b,a100_sxm4_80gb,verified,ssm,attn,64,2048,256,256,green_ctx,0.5,54,54,ok,0.5084,0.4004,0.5361,0.7608,0.7608,0.8372,1.1945,90.0256,420.5922
