"# value_kind: measured=solo_prefill_ms,solo_decode_ms,prefill_stream_ms,decode_stream_ms,concurrent_ms; derived=overlap_ratio,speedup_vs_seq,decode_inflation_pct,combined_tok_per_ms; metadata=model,device,config_status,prefill_layer,decode_layer,decode_batch,context_len,prefill_tokens,chunk,prefill_mode,prefill_batch,n_chunks,backend,prefill_sm_frac,prefill_sm,decode_sm,status"
model__metadata,device__metadata,config_status__metadata,prefill_layer__metadata,decode_layer__metadata,decode_batch__metadata,context_len__metadata,prefill_tokens__metadata,chunk__metadata,prefill_mode__metadata,prefill_batch__metadata,n_chunks__metadata,backend__metadata,prefill_sm_frac__metadata,prefill_sm__metadata,decode_sm__metadata,status__metadata,solo_prefill_ms__measured,solo_decode_ms__measured,prefill_stream_ms__measured,decode_stream_ms__measured,concurrent_ms__measured,overlap_ratio__derived,speedup_vs_seq__derived,decode_inflation_pct__derived,combined_tok_per_ms__derived
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,1,4096,4096,256,full,1,16,sequential,,108,108,ok,8.9779,0.0471,8.9779,0.0471,9.025,1.0,1.0,0.0,453.96
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,1,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.9779,0.0471,8.937,0.0681,8.937,0.9902,1.0099,44.5652,458.4333
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,1,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.9779,0.0471,9.1315,0.0799,9.1315,1.0118,0.9883,69.5652,448.6657
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,1,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.9779,0.0471,9.0266,0.0829,9.0266,1.0002,0.9998,76.0869,453.8828
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,2,4096,4096,256,full,1,16,sequential,,108,108,ok,8.9344,0.0614,8.9344,0.0614,8.9958,1.0,1.0,0.0,455.5439
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,2,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.9344,0.0614,8.9574,0.0753,8.9574,0.9957,1.0043,22.5,457.4968
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,2,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.9344,0.0614,9.0419,0.0901,9.0419,1.0051,0.9949,46.6667,453.2223
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,2,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.9344,0.0614,9.0716,0.1085,9.0716,1.0084,0.9916,76.6667,451.7387
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,4,4096,4096,256,full,1,16,sequential,,108,108,ok,8.9088,0.087,8.9088,0.087,8.9958,1.0,1.0,0.0,455.7662
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,4,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.9088,0.087,8.9441,0.0963,8.9441,0.9943,1.0058,10.5882,458.4013
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,4,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.9088,0.087,9.0921,0.1203,9.0921,1.0107,0.9894,38.2353,450.9411
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,4,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.9088,0.087,9.0921,0.1587,9.0921,1.0107,0.9894,82.3529,450.9411
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,8,4096,4096,256,full,1,16,sequential,,108,108,ok,8.9037,0.1352,8.9037,0.1352,9.0388,1.0,1.0,0.0,454.0402
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,8,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.9037,0.1352,8.961,0.148,8.961,0.9914,1.0087,9.4697,457.9834
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,8,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.9037,0.1352,9.0726,0.1746,9.0726,1.0037,0.9963,29.1667,452.349
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,8,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.9037,0.1352,9.0332,0.2519,9.0332,0.9994,1.0006,86.3636,454.3232
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,16,4096,4096,256,full,1,16,sequential,,108,108,ok,8.8407,0.2335,8.8407,0.2335,9.0742,1.0,1.0,0.0,453.1541
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,16,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.8407,0.2335,8.8735,0.2427,8.8735,0.9779,1.0226,3.9474,463.4037
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,16,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.8407,0.2335,9.1213,0.2898,9.1213,1.0052,0.9948,24.1228,450.8139
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,16,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.8407,0.2335,9.1423,0.4408,9.1423,1.0075,0.9926,88.8158,449.7788
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,32,4096,4096,256,full,1,16,sequential,,108,108,ok,8.9354,0.4849,8.9354,0.4849,9.4203,1.0,1.0,0.0,438.2032
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,32,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.9354,0.4849,8.9795,0.5043,8.9795,0.9532,1.0491,4.0127,459.716
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,32,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.9354,0.4849,9.15,0.9016,9.15,0.9713,1.0295,85.9557,451.1499
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,32,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.9354,0.4849,9.1909,1.4643,9.1909,0.9757,1.025,202.0063,449.1393
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,64,4096,4096,256,full,1,16,sequential,,108,108,ok,8.8653,0.8888,8.8653,0.8888,9.7541,1.0,1.0,0.0,426.4868
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,64,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.8653,0.8888,9.0173,0.9052,9.0173,0.9245,1.0817,1.8433,461.3332
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,64,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.8653,0.8888,9.088,1.7428,9.088,0.9317,1.0733,96.083,457.7465
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,64,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.8653,0.8888,9.1356,2.858,9.1356,0.9366,1.0677,221.5438,455.3606
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,128,4096,4096,256,full,1,16,sequential,,108,108,ok,8.9667,1.7372,8.9667,1.7372,10.7039,1.0,1.0,0.0,394.6236
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,128,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.9667,1.7372,9.0563,1.77,9.0563,0.8461,1.1819,1.8862,466.4179
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,128,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.9667,1.7372,9.1848,3.4181,9.1848,0.8581,1.1654,96.758,459.8918
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,128,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.9667,1.7372,9.1776,5.654,9.1776,0.8574,1.1663,225.4642,460.2511
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,256,4096,4096,256,full,1,16,sequential,,108,108,ok,8.9262,3.7591,8.9262,3.7591,12.6853,1.0,1.0,0.0,343.0739
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,256,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.9262,3.7591,9.0516,3.4714,9.0516,0.7136,1.4014,-7.6546,480.7964
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,256,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.9262,3.7591,9.1576,6.764,9.1576,0.7219,1.3852,79.9373,475.232
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,256,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.9262,3.7591,9.2273,11.2379,11.2379,0.8859,1.1288,198.9512,387.2614
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,512,4096,4096,256,full,1,16,sequential,,108,108,ok,8.9795,7.6268,8.9795,7.6268,16.6062,1.0,1.0,0.0,277.4866
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,512,4096,4096,256,full,1,16,two_stream,,108,108,ok,8.9795,7.6268,9.0767,6.868,9.0767,0.5466,1.8295,-9.949,507.6715
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,512,4096,4096,256,full,1,16,green_ctx,0.5,54,54,ok,8.9795,7.6268,9.2308,13.3289,13.3289,0.8026,1.2459,74.765,345.7151
falcon_h1_3b,a100_sxm4_80gb,verified,ssm,attn,512,4096,4096,256,full,1,16,green_ctx,0.7,76,32,ok,8.9795,7.6268,9.4843,22.4056,22.4056,1.3492,0.7412,193.7768,205.6626
