"# value_kind: measured=solo_prefill_ms,solo_decode_ms,prefill_stream_ms,decode_stream_ms,concurrent_ms; derived=overlap_ratio,speedup_vs_seq,decode_inflation_pct,combined_tok_per_ms; metadata=model,device,config_status,prefill_layer,decode_layer,decode_batch,context_len,prefill_tokens,chunk,backend,prefill_sm_frac,prefill_sm,decode_sm,status"
model__metadata,device__metadata,config_status__metadata,prefill_layer__metadata,decode_layer__metadata,decode_batch__metadata,context_len__metadata,prefill_tokens__metadata,chunk__metadata,backend__metadata,prefill_sm_frac__metadata,prefill_sm__metadata,decode_sm__metadata,status__metadata,solo_prefill_ms__measured,solo_decode_ms__measured,prefill_stream_ms__measured,decode_stream_ms__measured,concurrent_ms__measured,overlap_ratio__derived,speedup_vs_seq__derived,decode_inflation_pct__derived,combined_tok_per_ms__derived
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,256,2048,256,256,two_stream,,108,108,ok,0.5166,8.0492,0.5345,7.8459,7.8459,0.916,1.0918,-2.5253,65.2571
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,256,2048,256,256,green_ctx,0.5,54,54,ok,0.5166,8.0492,0.5448,13.8132,13.8132,1.6126,0.6201,71.6112,37.0659
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,256,2048,256,256,green_ctx,0.7,76,32,ok,0.5166,8.0492,0.5376,23.1352,23.1352,2.7009,0.3702,187.4245,22.1307
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,8,4096,256,256,sequential,,108,108,ok,0.5135,0.6164,0.5135,0.6164,1.13,1.0,1.0,0.0,233.6316
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,8,4096,256,256,two_stream,,108,108,ok,0.5135,0.6164,0.5274,0.6287,0.6287,0.5564,1.7972,1.9934,419.8901
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,8,4096,256,256,green_ctx,0.5,54,54,ok,0.5135,0.6164,0.5386,0.9574,0.9574,0.8473,1.1802,55.3156,275.7353
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,8,4096,256,256,green_ctx,0.7,76,32,ok,0.5135,0.6164,0.5391,1.4817,1.4817,1.3113,0.7626,140.3654,178.1704
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,32,4096,256,256,sequential,,108,108,ok,0.5135,1.8611,0.5135,1.8611,2.3747,1.0,1.0,0.0,121.2807
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,32,4096,256,256,two_stream,,108,108,ok,0.5135,1.8611,0.5335,1.9753,1.9753,0.8318,1.2022,6.1348,145.8009
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,32,4096,256,256,green_ctx,0.5,54,54,ok,0.5135,1.8611,0.5391,3.4816,3.4816,1.4661,0.6821,87.0702,82.7206
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,32,4096,256,256,green_ctx,0.7,76,32,ok,0.5135,1.8611,0.5407,5.7897,5.7897,2.4381,0.4102,211.0867,49.7435
zamba2_2.7b,a100_sxm4_80gb,verified,ssm,attn,64,4096,256,256,sequential,,108,108,ok,0.514,3.9311,0.514,3.9311,4.4452,1.0,1.0,0.0,71.988
