timestamp_ms,sm_util_pct,mem_util_pct,memory_used_mb,power_w
98366.88901138306,100,14,12751.625,305.625
98866.98423576355,100,15,12751.625,284.74
99367.08632278442,100,15,12751.625,314.955
99867.22336387634,100,17,12751.625,312.836
100367.3353395462,100,17,12751.625,306.82
100867.43383026123,100,16,12751.625,319.778
101367.52986526489,100,17,12751.625,290.818
101867.62981796265,100,14,12751.625,309.531
102367.73645401001,100,15,12751.625,293.53
102867.83093643188,100,17,12751.625,305.895
103367.9399061203,100,17,12751.625,308.607
103868.04385662079,100,15,12751.625,292.012
104368.17115020752,100,17,12751.625,302.86
104868.26645469666,100,17,12751.625,285.063
105368.36146831512,100,15,12751.625,304.701
105868.50147628784,100,15,12751.625,322.22
106368.72697353363,100,13,12751.625,309.531
106868.82523345947,100,14,12751.625,311.049
107368.92080688477,97,15,12751.625,256.972
107869.01456928253,93,13,12751.625,248.508
108369.11594390869,93,14,12751.625,253.662
108869.2199048996,100,17,12751.625,304.377
109369.32975673676,100,17,12751.625,311.049
109869.42105293274,100,16,12751.625,308.006
110369.5123500824,100,17,12751.625,298.353
110869.60710334778,100,14,12751.625,310.125
111369.69648647308,100,15,12751.625,300.471
111869.79092979431,100,14,12751.625,301.989
112369.89104270935,100,13,12751.625,311.642
112869.9816570282,100,15,12751.625,303.183
113370.06999969482,100,15,12751.625,308.607
113870.179189682,100,17,12751.625,280.834
114370.27923202515,100,17,12751.625,297.159
114870.38796138763,100,16,12751.625,311.642
115370.47930812836,100,16,12751.625,299.277
115870.56944274902,100,14,12751.625,317.066
116370.6569519043,100,14,12751.625,288.376
116870.75001239777,100,14,12751.625,308.006
117370.85339260101,100,14,12751.625,312.567
117870.9836511612,100,16,12751.625,306.82
118371.07277393341,100,15,12751.625,318.26
118871.18061161041,93,13,12751.625,256.05
119371.27074623108,94,14,12751.625,249.702
119871.36268424988,93,14,12751.625,284.442
120371.45268821716,100,15,12751.625,299.277
120871.55249118805,100,17,12751.625,314.678
121371.66922569275,100,17,12751.625,306.488
121871.75813770294,100,16,12751.625,315.872
122371.95053291321,100,17,12751.625,292.606
122872.15079307556,100,15,12751.625,293.199
123372.24048614502,100,15,12751.625,317.99
123872.33023071289,100,14,12751.625,303.776
124372.42521476746,100,14,12751.625,315.548
124872.5254573822,100,15,12751.625,299.87
125372.6178560257,100,15,12751.625,298.353
125872.71114730835,100,17,12751.625,306.82
126372.79844665527,100,17,12751.625,293.8
126872.90169525146,100,16,12751.625,305.294
127372.99408435822,100,16,12751.625,304.971
127873.08695411682,100,14,12751.625,303.183
128373.18737697601,100,15,12751.625,322.22
128873.30014419556,100,14,12751.625,311.049
129373.3905992508,100,13,12751.625,311.642
129873.48341941833,100,16,12751.625,249.961
130373.61993026733,93,14,12751.625,257.298
130873.71110725403,93,14,12751.625,255.121
131373.80211353302,100,17,12751.625,290.217
131873.903008461,100,15,12751.625,307.413
132374.03651332855,100,16,12751.625,311.049
132874.13217830658,100,13,12751.625,309.2
133374.2298669815,100,14,12751.625,318.584
133874.32945919037,100,15,12751.625,294.123
134374.42380142212,100,15,12751.625,298.029
134874.51754379272,100,17,12751.625,315.872
135374.61196517944,100,17,12751.625,309.2
135874.71957206726,100,16,12751.625,313.761
136374.82239151,100,17,12751.625,298.622
136874.95210933685,100,14,12751.625,301.666
137375.05611991882,100,17,12751.625,295.048
137875.15390872955,100,15,12751.625,311.319
138375.25609493256,100,13,12751.625,313.43
138875.35418510437,100,15,12751.625,303.507
139375.4460029602,100,17,12751.625,321.619
139875.54701805115,100,17,12751.625,292.012
140375.65095996857,100,15,12751.625,311.319
140875.74780464172,100,16,12751.625,313.16
141375.86917304993,95,14,12751.625,262.991
141876.05080509186,93,14,12751.625,256.705
142376.15253829956,94,14,12751.625,252.745
142876.24516391754,99,15,12751.625,313.16
143376.376121521,100,16,12751.625,307.089
143876.47377681732,100,15,12751.625,303.507
144376.57156276703,100,17,12751.625,323.414
144876.6670036316,100,17,12751.625,300.148
145376.923163414,100,15,12751.625,303.507
145877.08524894714,100,16,12751.625,317.99
146377.20466518402,100,14,12751.625,299.277
146877.30165958405,100,14,12751.625,306.219
147377.39930438995,100,15,12751.625,283.546
147877.5080499649,100,14,12751.625,309.2
