model,policy,scheduler,lambda_req_ms,pf_layer,dec_layer,ctx,slo_ms,prefill_budget,n_req,tokens,ttft_p50,ttft_p99,itl_p50,itl_p99,throughput_tok_s,slo_attain,goodput_tok_s,notes
zamba2_2.7b_a100_sxm4_80gb,fused,sync,0.05,attn,ssm,4096,1.0,8,400,59776,1.321,2.872,0.5059,0.9595,7499.3,1.0,7499.3,fused
zamba2_2.7b_a100_sxm4_80gb,co_schedule,sync,0.05,attn,ssm,4096,1.0,8,400,59776,1.362,2.797,0.5059,1.0045,7499.7,0.9761,7320.5,prefill_only
zamba2_2.7b_a100_sxm4_80gb,dynamic_protect,decoupled,0.05,attn,ssm,4096,1.0,8,400,59776,2.118,4.967,0.5658,0.5934,7488.3,1.0,7488.3,
zamba2_2.7b_a100_sxm4_80gb,static,sync,0.05,attn,ssm,4096,1.0,8,400,59776,1.741,3.924,0.5059,1.367,7499.3,0.9668,7250.3,prefill_only
zamba2_2.7b_a100_sxm4_80gb,fused,sync,0.1,attn,ssm,4096,1.0,8,400,59776,1.352,3.021,0.512,0.9595,14755.3,1.0,14755.3,fused
zamba2_2.7b_a100_sxm4_80gb,co_schedule,sync,0.1,attn,ssm,4096,1.0,8,400,59776,1.42,3.219,0.512,1.0947,14754.0,0.9318,13748.5,prefill_only
zamba2_2.7b_a100_sxm4_80gb,dynamic_protect,decoupled,0.1,attn,ssm,4096,1.0,8,400,59776,2.367,7.725,0.5934,0.6472,14696.1,1.0,14696.1,
zamba2_2.7b_a100_sxm4_80gb,static,sync,0.1,attn,ssm,4096,1.0,8,400,59776,1.772,4.232,0.512,1.3681,14754.0,0.9276,13685.2,prefill_only
zamba2_2.7b_a100_sxm4_80gb,fused,sync,0.2,attn,ssm,4096,1.0,8,400,59776,1.451,3.298,0.5591,0.9574,28528.2,1.0,28528.2,fused
zamba2_2.7b_a100_sxm4_80gb,co_schedule,sync,0.2,attn,ssm,4096,1.0,8,400,59776,1.615,3.882,0.5591,1.0947,28518.8,0.8394,23938.7,prefill_only
zamba2_2.7b_a100_sxm4_80gb,dynamic_protect,decoupled,0.2,attn,ssm,4096,1.0,8,400,59776,5.645,33.94,0.6472,0.705,28225.6,1.0,28225.6,
zamba2_2.7b_a100_sxm4_80gb,static,sync,0.2,attn,ssm,4096,1.0,8,400,59776,1.905,5.025,0.5591,1.3681,28504.0,0.8217,23422.7,prefill_only
zamba2_2.7b_a100_sxm4_80gb,fused,sync,0.5,attn,ssm,4096,1.0,8,400,59776,2.15,5.903,0.8172,0.9574,63173.6,1.0,63173.6,fused
zamba2_2.7b_a100_sxm4_80gb,co_schedule,sync,0.5,attn,ssm,4096,1.0,8,400,59776,16.29,92.149,1.897,1.897,55864.4,0.1969,11000.7,prefill_only
zamba2_2.7b_a100_sxm4_80gb,dynamic_protect,decoupled,0.5,attn,ssm,4096,1.0,8,400,59776,411.539,838.821,0.6472,0.705,33456.6,1.0,33456.6,
zamba2_2.7b_a100_sxm4_80gb,static,sync,0.5,attn,ssm,4096,1.0,8,400,59776,81.698,232.713,2.2252,2.2252,49129.7,0.1654,8124.5,prefill_only
zamba2_2.7b_a100_sxm4_80gb,fused,sync,1.0,attn,ssm,4096,1.0,8,400,59776,48.09,87.07,0.9544,1.3332,88650.2,0.9385,83200.0,fused
zamba2_2.7b_a100_sxm4_80gb,co_schedule,sync,1.0,attn,ssm,4096,1.0,8,400,59776,165.451,431.757,1.897,1.897,58284.0,0.1525,8885.5,prefill_only
zamba2_2.7b_a100_sxm4_80gb,dynamic_protect,decoupled,1.0,attn,ssm,4096,1.0,8,400,59776,598.642,1219.66,0.6472,0.705,33597.4,1.0,33597.4,
zamba2_2.7b_a100_sxm4_80gb,static,sync,1.0,attn,ssm,4096,1.0,8,400,59776,252.325,598.223,2.2252,2.2252,50076.1,0.1521,7618.3,prefill_only
zamba2_2.7b_a100_sxm4_80gb,fused,sync,2.0,attn,ssm,4096,1.0,8,400,59776,141.111,275.695,0.9544,1.3332,89128.6,0.9385,83649.0,fused
zamba2_2.7b_a100_sxm4_80gb,co_schedule,sync,2.0,attn,ssm,4096,1.0,8,400,59776,260.803,623.977,1.897,1.897,58394.6,0.1523,8890.7,prefill_only
zamba2_2.7b_a100_sxm4_80gb,dynamic_protect,decoupled,2.0,attn,ssm,4096,1.0,8,400,59776,695.007,1412.892,0.6472,0.705,33614.9,1.0,33614.9,
zamba2_2.7b_a100_sxm4_80gb,static,sync,2.0,attn,ssm,4096,1.0,8,400,59776,348.689,791.455,2.2252,2.2252,50115.2,0.1521,7624.3,prefill_only
zamba2_2.7b_a100_sxm4_80gb,fused,sync,5.0,attn,ssm,4096,1.0,8,400,59776,198.93,391.634,0.9544,1.3332,89202.8,0.9385,83718.7,fused
zamba2_2.7b_a100_sxm4_80gb,co_schedule,sync,5.0,attn,ssm,4096,1.0,8,400,59776,318.622,739.916,1.897,1.897,58426.4,0.1523,8895.5,prefill_only
zamba2_2.7b_a100_sxm4_80gb,dynamic_protect,decoupled,5.0,attn,ssm,4096,1.0,8,400,59776,752.825,1528.831,0.6472,0.705,33625.5,1.0,33625.5,
zamba2_2.7b_a100_sxm4_80gb,static,sync,5.0,attn,ssm,4096,1.0,8,400,59776,406.507,907.394,2.2252,2.2252,50138.6,0.1521,7627.8,prefill_only
